"Matching.Attribute","Matching.Attribute.1","name","nms.score.avg","nms.score.EE","nms.score.RE","selected","shared name"
"NAB2","NAB2","NAB2","0.007737927082421291","0.0109414987388337","0.00453435542600888","false","NAB2"
"TPM4","TPM4","TPM4","0.011642669386784859","0.0179910345412805","0.00529430423228922","false","TPM4"
"MIDN","MIDN","MIDN","0.005414697538696798","6.15157480314961E-5","0.0107678793293621","false","MIDN"
"GATAD2A","GATAD2A","GATAD2A","0.006920139571631486","0.00292723032852667","0.0109130488147363","false","GATAD2A"
"CDC42EP5","CDC42EP5","CDC42EP5","0.0066606677155443845","0.00802703119879955","0.00529430423228922","false","CDC42EP5"
"ZNF598","ZNF598","ZNF598","0.00464028677099163","0.00928057354198326","0.0","false","ZNF598"
"PAFAH1B2","PAFAH1B2","PAFAH1B2","0.002412347198378615","0.0","0.00482469439675723","false","PAFAH1B2"
"VASN","VASN","VASN","0.00573518636000486","0.0061760684877205","0.00529430423228922","false","VASN"
"FAM107A","FAM107A","FAM107A","0.021812848534780504","0.035539071235753","0.00808662583380801","false","FAM107A"
"PXDC1","PXDC1","PXDC1","8.464298129828385E-4","6.76673228346457E-4","0.00101618639761922","false","PXDC1"
"ZBTB43","ZBTB43","ZBTB43","0.00462524431361109","0.00772620903079335","0.00152427959642883","false","ZBTB43"
"ADRB2","ADRB2","ADRB2","0.00539274862909001","9.22736220472441E-4","0.00986276103770758","false","ADRB2"
"HIC2","HIC2","HIC2","0.001882353736103355","0.00376470747220671","0.0","false","HIC2"
"B3GNT2","B3GNT2","B3GNT2","0.006484841735001695","0.00220180414064129","0.0107678793293621","false","B3GNT2"
"FOS","FOS","FOS","0.008529010380422385","4.92125984251968E-4","0.0165658947765928","false","FOS"
"SERPINB9","SERPINB9","SERPINB9","0.00264715211614461","0.0","0.00529430423228922","false","SERPINB9"
"LMOD2","LMOD2","LMOD2","0.002674996561647146","0.00462414569642342","7.25847426870872E-4","false","LMOD2"
"JUNB","JUNB","JUNB","0.008498252506406637","4.30610236220472E-4","0.0165658947765928","false","JUNB"
"RAB33B","RAB33B","RAB33B","5.0809319880961E-4","0.0","0.00101618639761922","false","RAB33B"
"B3GALT1","B3GALT1","B3GALT1","0.0071221024748978","0.0142442049497956","0.0","false","B3GALT1"
"ZBTB21","ZBTB21","ZBTB21","0.002658410190504599","4.92125984251968E-4","0.00482469439675723","false","ZBTB21"
"PLK3","PLK3","PLK3","0.008529010380422385","4.92125984251968E-4","0.0165658947765928","false","PLK3"
"SLC25A30","SLC25A30","SLC25A30","7.627760756401605E-4","7.99704724409449E-4","7.25847426870872E-4","false","SLC25A30"
"MGA","MGA","MGA","0.12700104568980206","0.0702944896224541","0.18370760175715","false","MGA"
"FAM241A","FAM241A","FAM241A","0.002214281849677509","1.84547244094488E-4","0.00424401645526053","false","FAM241A"
"CTBP2","CTBP2","CTBP2","0.004702746375841332","7.38188976377953E-4","0.00866730377530471","false","CTBP2"
"MARCKSL1","MARCKSL1","MARCKSL1","0.003825558688842745","0.0","0.00765111737768549","false","MARCKSL1"
"YES1","YES1","YES1","3.62923713435436E-4","0.0","7.25847426870872E-4","false","YES1"
"KBTBD11","KBTBD11","KBTBD11","7.928976722301631E-4","6.15157480314961E-5","0.00152427959642883","false","KBTBD11"
"TCIM","TCIM","TCIM","0.023546593961058335","4.92125984251968E-4","0.0466010619378647","false","TCIM"
"GPR4","GPR4","GPR4","0.008344463136327897","1.23031496062992E-4","0.0165658947765928","false","GPR4"
"CCDC184","CCDC184","CCDC184","7.62139798214415E-4","0.0","0.00152427959642883","false","CCDC184"
"APOLD1","APOLD1","APOLD1","0.021955925880464484","4.92125984251968E-4","0.043419725776677","false","APOLD1"
"RRS1","RRS1","RRS1","0.005008255457986895","0.00519181651921656","0.00482469439675723","false","RRS1"
"HLA-DQB1","HLA-DQB1","HLA-DQB1","0.0011004764123876435","6.76673228346457E-4","0.00152427959642883","false","HLA-DQB1"
"EGR3","EGR3","EGR3","0.008621284002469629","6.76673228346457E-4","0.0165658947765928","false","EGR3"
"VWA1","VWA1","VWA1","7.320182016244126E-4","7.38188976377953E-4","7.25847426870872E-4","false","VWA1"
"FJX1","FJX1","FJX1","4.21990351515907E-4","5.53641732283465E-4","2.90338970748349E-4","false","FJX1"
"MYADM","MYADM","MYADM","0.00799260841754805","0.0","0.0159852168350961","false","MYADM"
"ACTA2-AS1","ACTA2-AS1","ACTA2-AS1","8.07052054262525E-4","3.0757874015748E-4","0.00130652536836757","false","ACTA2-AS1"
"PITPNB","PITPNB","PITPNB","7.62139798214415E-4","0.0","0.00152427959642883","false","PITPNB"
"TLCD5","TLCD5","TLCD5","0.0074625447693432954","0.00220180414064129","0.0127232853980453","false","TLCD5"
"MEX3D","MEX3D","MEX3D","0.00293749108689296","0.0","0.00587498217378592","false","MEX3D"
"CREB3L2","CREB3L2","CREB3L2","3.912324775001585E-4","4.92125984251968E-4","2.90338970748349E-4","false","CREB3L2"
"FES","FES","FES","0.001904253999569005","0.0","0.00380850799913801","false","FES"
"PAPPA","PAPPA","PAPPA","0.004074070790919753","6.15157480314961E-5","0.00808662583380801","false","PAPPA"
"SPATA13","SPATA13","SPATA13","0.003512473705327181","0.00629909998378349","7.25847426870872E-4","false","SPATA13"
"RFLNB","RFLNB","RFLNB","0.0027086678641761058","1.23031496062992E-4","0.00529430423228922","false","RFLNB"
"TRIM52","TRIM52","TRIM52","5.47470957529924E-4","3.69094488188976E-4","7.25847426870872E-4","false","TRIM52"
"ST6GALNAC3","ST6GALNAC3","ST6GALNAC3",,,"0.00101618639761922","false","ST6GALNAC3"
"PCDH9","PCDH9","PCDH9","0.00367954345416701","0.00253439251157679","0.00482469439675723","false","PCDH9"
"CSF1","CSF1","CSF1","0.002781441686567592","7.38188976377953E-4","0.00482469439675723","false","CSF1"
"MAFF","MAFF","MAFF","0.002328931186881465","0.00364167597614371","0.00101618639761922","false","MAFF"
"NSMCE3","NSMCE3","NSMCE3","0.016592524030617086","0.0324592006343633","7.25847426870872E-4","false","NSMCE3"
"LINC00482","LINC00482","LINC00482","0.0028121995605833398","7.99704724409449E-4","0.00482469439675723","false","LINC00482"
"IFITM2","IFITM2","IFITM2","6.705024535929165E-4","6.15157480314961E-4","7.25847426870872E-4","false","IFITM2"
"GJA4","GJA4","GJA4","0.010897173902596986","0.0176410842358304","0.00415326356936357","false","GJA4"
"IER5L","IER5L","IER5L","0.0031835540790189436","4.92125984251968E-4","0.00587498217378592","false","IER5L"
"ENSG00000188897.9","ENSG00000188897.9","ENSG00000188897.9","0.004295973489333455","0.0053641169210256","0.00322783005764131","false","ENSG00000188897.9"
"ZNF567","ZNF567","ZNF567","0.00345987386711631","0.00691974773423262","0.0","false","ZNF567"
"PNRC2","PNRC2","PNRC2","0.004333651887652355","0.0","0.00866730377530471","false","PNRC2"
"ZNF782","ZNF782","ZNF782","3.604746034844105E-4","4.30610236220472E-4","2.90338970748349E-4","false","ZNF782"
"PSMD12","PSMD12","PSMD12","0.010595020236508112","0.00462414569642342","0.0165658947765928","false","PSMD12"
"SLC22A5","SLC22A5","SLC22A5","0.00296500274779726","0.00593000549559452","0.0","false","SLC22A5"
"ZNF460","ZNF460","ZNF460","3.992160847789795E-4","0.0","7.98432169557959E-4","false","ZNF460"
"ZNF121","ZNF121","ZNF121","0.00994626310364418","0.0190940940377304","7.98432169557959E-4","false","ZNF121"
"TOR4A","TOR4A","TOR4A","0.00293749108689296","0.0","0.00587498217378592","false","TOR4A"
"NRARP","NRARP","NRARP","0.004579714879778339","4.92125984251968E-4","0.00866730377530471","false","NRARP"
"DLL1","DLL1","DLL1","0.025229535663699426","6.76673228346457E-4","0.0497823980990524","false","DLL1"
"PNP","PNP","PNP","0.005833673082852286","0.0109414987388337","7.25847426870872E-4","false","PNP"
"RBM20","RBM20","RBM20","0.005489123367878875","0.00568394250346853","0.00529430423228922","false","RBM20"
"SOX18","SOX18","SOX18","0.025229535663699426","6.76673228346457E-4","0.0497823980990524","false","SOX18"
"ZBTB10","ZBTB10","ZBTB10","2.46062992125984E-4","4.92125984251968E-4","0.0","false","ZBTB10"
"PDE7A","PDE7A","PDE7A","0.011518248737329337","0.0223106500477878","7.25847426870872E-4","false","PDE7A"
"ADGRG1","ADGRG1","ADGRG1","5.696089468411059E-4","1.23031496062992E-4","0.00101618639761922","false","ADGRG1"
"RGL3","RGL3","RGL3","0.00244437762724585","0.00166092519685039","0.00322783005764131","false","RGL3"
"STK38L","STK38L","STK38L","0.0051661854366198","0.0","0.0103323708732396","false","STK38L"
"CLIC1","CLIC1","CLIC1","0.004521608798209385","0.00802703119879955","0.00101618639761922","false","CLIC1"
"DDX3X","DDX3X","DDX3X","0.00576142546605766","0.0105066645344961","0.00101618639761922","false","DDX3X"
"FADS3","FADS3","FADS3","6.0898670556142E-4","4.92125984251968E-4","7.25847426870872E-4","false","FADS3"
"ENSG00000225313.5","ENSG00000225313.5","ENSG00000225313.5","0.00471506882570731","0.00834136651110831","0.00108877114030631","false","ENSG00000225313.5"
"LINC00115","LINC00115","LINC00115","0.002742893703924926","0.00475993998097898","7.25847426870872E-4","false","LINC00115"
"ENSG00000226239.2","ENSG00000226239.2","ENSG00000226239.2",,,"2.90338970748349E-4","false","ENSG00000226239.2"
"CFLAR-AS1","CFLAR-AS1","CFLAR-AS1","0.004495872062731265","0.0","0.00899174412546253","false","CFLAR-AS1"
"ENSG00000228606.3","ENSG00000228606.3","ENSG00000228606.3","5.44385570153155E-4","0.0","0.00108877114030631","false","ENSG00000228606.3"
"SNHG26","SNHG26","SNHG26","6.452790769049634E-4","4.92125984251968E-4","7.98432169557959E-4","false","SNHG26"
"LINC-PINT","LINC-PINT","LINC-PINT","3.9368158745118405E-4","6.15157480314961E-5","7.25847426870872E-4","false","LINC-PINT"
"ENSG00000231881.2","ENSG00000231881.2","ENSG00000231881.2","0.007066856901666804","0.0109058837456923","0.00322783005764131","false","ENSG00000231881.2"
"IDI2-AS1","IDI2-AS1","IDI2-AS1","0.004395167635683851","1.23031496062992E-4","0.00866730377530471","false","IDI2-AS1"
"TRDN-AS1","TRDN-AS1","TRDN-AS1","9.663759216690625E-4","5.53641732283465E-4","0.00137911011105466","false","TRDN-AS1"
"GATA2-AS1","GATA2-AS1","GATA2-AS1",,,"7.98432169557959E-4","false","GATA2-AS1"
"ENSG00000244998.1","ENSG00000244998.1","ENSG00000244998.1","0.0023151753564293184","6.76673228346457E-4","0.00395367748451218","false","ENSG00000244998.1"
"CKMT2-AS1","CKMT2-AS1","CKMT2-AS1","8.74102299621818E-4","3.69094488188976E-4","0.00137911011105466","false","CKMT2-AS1"
"USP51","USP51","USP51","7.0679482493646E-4","6.15157480314961E-4","7.98432169557959E-4","false","USP51"
"PKD2L2-DT","PKD2L2-DT","PKD2L2-DT","0.002689168064520348","5.53641732283465E-4","0.00482469439675723","false","PKD2L2-DT"
"MALAT1","MALAT1","MALAT1","0.005992507426490835","0.00716032045622444","0.00482469439675723","false","MALAT1"
"SHLD3","SHLD3","SHLD3","0.004691488301481347","2.46062992125984E-4","0.00913691361083671","false","SHLD3"
"CA3-AS1","CA3-AS1","CA3-AS1","0.00264715211614461","0.0","0.00529430423228922","false","CA3-AS1"
"ENSG00000255946.2","ENSG00000255946.2","ENSG00000255946.2","0.00723536541487815","0.0","0.0144707308297563","false","ENSG00000255946.2"
"TRAPPC2B","TRAPPC2B","TRAPPC2B","0.003750524836204631","4.30610236220472E-4","0.00707043943618879","false","TRAPPC2B"
"PSMA3-AS1","PSMA3-AS1","PSMA3-AS1","0.001767704398899395","3.0757874015748E-4","0.00322783005764131","false","PSMA3-AS1"
"NR4A1AS","NR4A1AS","NR4A1AS","0.005252477363617898","6.15157480314961E-5","0.0104434389792043","false","NR4A1AS"
"FIGNL2","FIGNL2","FIGNL2","6.31124694872602E-4","2.46062992125984E-4","0.00101618639761922","false","FIGNL2"
"GOLGA4-AS1","GOLGA4-AS1","GOLGA4-AS1","3.62923713435436E-4","0.0","7.25847426870872E-4","false","GOLGA4-AS1"
"ENSG00000271533.1","ENSG00000271533.1","ENSG00000271533.1","0.003842798458251876","6.15157480314961E-4","0.00707043943618879","false","ENSG00000271533.1"
"SMIM32","SMIM32","SMIM32","7.62139798214415E-4","0.0","0.00152427959642883","false","SMIM32"
"ENSG00000272037.1","ENSG00000272037.1","ENSG00000272037.1",,,"0.0121128002308549","false","ENSG00000272037.1"
"ENSG00000272512.1","ENSG00000272512.1","ENSG00000272512.1","0.006915451971222165","0.00306302461308223","0.0107678793293621","false","ENSG00000272512.1"
"DOC2B","DOC2B","DOC2B","0.0028932151082705936","4.92125984251968E-4","0.00529430423228922","false","DOC2B"
"DCP1A","DCP1A","DCP1A","0.004026310873340405","0.00290348699976576","0.00514913474691505","false","DCP1A"
"ENSG00000273373.1","ENSG00000273373.1","ENSG00000273373.1","8.771876869985865E-4","7.38188976377953E-4","0.00101618639761922","false","ENSG00000273373.1"
"ENSG00000276791.1","ENSG00000276791.1","ENSG00000276791.1","0.009126739011623834","4.92125984251968E-4","0.0177613520389957","false","ENSG00000276791.1"
"LINC00624","LINC00624","LINC00624","0.00459102160027946","0.0038877389682697","0.00529430423228922","false","LINC00624"
"ENSG00000279196.1","ENSG00000279196.1","ENSG00000279196.1","0.009467318098106315","0.0179910345412805","9.43601654932133E-4","false","ENSG00000279196.1"
"ENSG00000279500.1","ENSG00000279500.1","ENSG00000279500.1","0.004359322462061655","3.0757874015748E-4","0.00841106618396583","false","ENSG00000279500.1"
"ENSG00000279568.1","ENSG00000279568.1","ENSG00000279568.1","0.0028932151082705936","4.92125984251968E-4","0.00529430423228922","false","ENSG00000279568.1"
"ENSG00000279602.1","ENSG00000279602.1","ENSG00000279602.1","0.00577493998290011","0.00255813584033769","0.00899174412546253","false","ENSG00000279602.1"
"ENSG00000279811.1","ENSG00000279811.1","ENSG00000279811.1","0.004624228584246235","0.00351864448008072","0.00572981268841175","false","ENSG00000279811.1"
"ENSG00000282393.1","ENSG00000282393.1","ENSG00000282393.1","0.00458503990523032","0.00376470747220671","0.00540537233825393","false","ENSG00000282393.1"
"ENSG00000284669.1","ENSG00000284669.1","ENSG00000284669.1","0.009509351604419427","6.76673228346457E-4","0.0183420299804924","false","ENSG00000284669.1"
"ENSG00000285774.4","ENSG00000285774.4","ENSG00000285774.4","5.530054548577195E-4","3.0757874015748E-4","7.98432169557959E-4","false","ENSG00000285774.4"
"ENSG00000287299.1","ENSG00000287299.1","ENSG00000287299.1","1.451694853741745E-4","0.0","2.90338970748349E-4","false","ENSG00000287299.1"
"ENSG00000289009.1","ENSG00000289009.1","ENSG00000289009.1","0.0017783748419747726","0.00290348699976576","6.53262684183785E-4","false","ENSG00000289009.1"
"ENSG00000289272.1","ENSG00000289272.1","ENSG00000289272.1","0.001641991633604281","0.00255813584033769","7.25847426870872E-4","false","ENSG00000289272.1"
"M6PR","M6PR","M6PR","0.0029840553497316675","0.00531484801527955","6.53262684183785E-4","false","M6PR"
"RREB1","RREB1","RREB1","0.392550188014654","0.608056860630041","0.177043515399267","false","RREB1"
"ABCB4","ABCB4","ABCB4","3.5494010615661495E-4","4.92125984251968E-4","2.17754228061262E-4","false","ABCB4"
"SOX8","SOX8","SOX8","5.167130835141761E-4","3.0757874015748E-4","7.25847426870872E-4","false","SOX8"
"MAP3K14","MAP3K14","MAP3K14","6.17606590265986E-4","7.99704724409449E-4","4.35508456122523E-4","false","MAP3K14"
"TNFRSF12A","TNFRSF12A","TNFRSF12A","1.08877114030631E-4","0.0","2.17754228061262E-4","false","TNFRSF12A"
"PSMB1","PSMB1","PSMB1","0.00163629074397737","0.00327258148795474","0.0","false","PSMB1"
"CDKL5","CDKL5","CDKL5","4.779716022196075E-4","7.38188976377953E-4","2.17754228061262E-4","false","CDKL5"
"SPAG9","SPAG9","SPAG9","0.001613915028820655","0.0","0.00322783005764131","false","SPAG9"
"CEBPB","CEBPB","CEBPB","1.658272650207465","2.44151856817049","0.87502673224444","false","CEBPB"
"PAX7","PAX7","PAX7","0.0026432696256074163","0.00506878502315357","2.17754228061262E-4","false","PAX7"
"HHATL","HHATL","HHATL","0.00814206809936823","0.00519181651921656","0.0110923196795199","false","HHATL"
"UTP18","UTP18","UTP18","3.24182232140867E-4","4.30610236220472E-4","2.17754228061262E-4","false","UTP18"
"SLC45A4","SLC45A4","SLC45A4","0.017812436380098724","0.00531484801527955","0.0303100247449179","false","SLC45A4"
"RNH1","RNH1","RNH1","0.0047039998310517165","0.0084643980071713","9.43601654932133E-4","false","RNH1"
"PLEKHO1","PLEKHO1","PLEKHO1","0.003016014445052495","0.00280419883246368","0.00322783005764131","false","PLEKHO1"
"CD44","CD44","CD44","0.00154133028613357","0.0","0.00308266057226714","false","CD44"
"TNFRSF1B","TNFRSF1B","TNFRSF1B","0.007052213501685945","0.00629909998378349","0.0078053270195884","false","TNFRSF1B"
"TFB1M","TFB1M","TFB1M","0.001783843703982411","4.30610236220472E-4","0.00313707717174435","false","TFB1M"
"CHPF2","CHPF2","CHPF2","0.006478384432595667","0.0120131672102592","9.43601654932133E-4","false","CHPF2"
"VCL","VCL","VCL","0.0056540926089240304","0.0110904309897868","2.17754228061262E-4","false","VCL"
"MYOM2","MYOM2","MYOM2","0.003200561689146985","0.00317329332065266","0.00322783005764131","false","MYOM2"
"USP2","USP2","USP2","0.001613915028820655","0.0","0.00322783005764131","false","USP2"
"MSR1","MSR1","MSR1","4.718008274660665E-4","0.0","9.43601654932133E-4","false","MSR1"
"CTNNA1","CTNNA1","CTNNA1","4.779716022196075E-4","7.38188976377953E-4","2.17754228061262E-4","false","CTNNA1"
"HSPA5","HSPA5","HSPA5","3.62923713435436E-4","0.0","7.25847426870872E-4","false","HSPA5"
"USP28","USP28","USP28","9.497724296856715E-4","7.38188976377953E-4","0.00116135588299339","false","USP28"
"NOP16","NOP16","NOP16","0.0033085336069885963","0.00618155875785467","4.35508456122523E-4","false","NOP16"
"FAM120A","FAM120A","FAM120A","6.17606590265986E-4","7.99704724409449E-4","4.35508456122523E-4","false","FAM120A"
"RCN1","RCN1","RCN1","0.001209779184351276","0.00220180414064129","2.17754228061262E-4","false","RCN1"
"HEXB","HEXB","HEXB","1.08877114030631E-4","0.0","2.17754228061262E-4","false","HEXB"
"RRP12","RRP12","RRP12","0.0070152688619216546","0.01033309783067","0.00369743989317331","false","RRP12"
"FNIP2","FNIP2","FNIP2","0.003073879861827891","0.00593000549559452","2.17754228061262E-4","false","FNIP2"
"ZNF280C","ZNF280C","ZNF280C","1.08877114030631E-4","0.0","2.17754228061262E-4","false","ZNF280C"
"GDI2","GDI2","GDI2","0.03184502289625033","0.0634722915644394","2.17754228061262E-4","false","GDI2"
"ATP11B","ATP11B","ATP11B","0.0065515149685691195","0.00364167597614371","0.00946135396099453","false","ATP11B"
"LAMC2","LAMC2","LAMC2","0.002360325338322961","0.00450289644858466","2.17754228061262E-4","false","LAMC2"
"ATP2B4","ATP2B4","ATP2B4","1.08877114030631E-4","0.0","2.17754228061262E-4","false","ATP2B4"
"DNAJC25","DNAJC25","DNAJC25","0.0058386398530185304","0.0114595254779758","2.17754228061262E-4","false","DNAJC25"
"CCAR1","CCAR1","CCAR1","0.0021001079641646166","0.00376470747220671","4.35508456122523E-4","false","CCAR1"
"NCKAP1","NCKAP1","NCKAP1","0.014113775643851531","0.0280097970596418","2.17754228061262E-4","false","NCKAP1"
"ST3GAL6","ST3GAL6","ST3GAL6","0.008340306554549815","0.0125476647598038","0.00413294834929583","false","ST3GAL6"
"WDR3","WDR3","WDR3","0.0033531498379206475","0.00605303699165751","6.53262684183785E-4","false","WDR3"
"IDI1","IDI1","IDI1","0.004758964204773635","0.00183270965245231","0.00768521875709496","false","IDI1"
"PLPP1","PLPP1","PLPP1","0.0","0.0","0.0","false","PLPP1"
"PITX1","PITX1","PITX1","0.010607447945168576","7.38188976377953E-4","0.0204767069139592","false","PITX1"
"KCNAB2","KCNAB2","KCNAB2","0.007480346373985676","7.38188976377953E-4","0.0142225037715934","false","KCNAB2"
"PFN2","PFN2","PFN2","0.0023731415301836765","7.38188976377953E-4","0.0040080940839894","false","PFN2"
"WIPI1","WIPI1","WIPI1","0.006751803982121531","0.0132858537361818","2.17754228061262E-4","false","WIPI1"
"GBA2","GBA2","GBA2","0.002574567373457525","0.0","0.00514913474691505","false","GBA2"
"MAP4K4","MAP4K4","MAP4K4","5.86848716250238E-4","7.38188976377953E-4","4.35508456122523E-4","false","MAP4K4"
"WDR1","WDR1","WDR1","0.001387945034199476","0.00255813584033769","2.17754228061262E-4","false","WDR1"
"VASH1","VASH1","VASH1","5.78228831545672E-4","4.30610236220472E-4","7.25847426870872E-4","false","VASH1"
"LMCD1","LMCD1","LMCD1","0.00833695353861149","0.00642213147984648","0.0102517755973765","false","LMCD1"
"DAZAP1","DAZAP1","DAZAP1","0.001868199354070991","0.00351864448008072","2.17754228061262E-4","false","DAZAP1"
"FAM50A","FAM50A","FAM50A","0.005990354341655865","0.00802703119879955","0.00395367748451218","false","FAM50A"
"FERMT2","FERMT2","FERMT2","0.0042795603695847855","0.00834136651110831","2.17754228061262E-4","false","FERMT2"
"SNCB","SNCB","SNCB","0.010818206059117277","6.76673228346457E-4","0.0209597388898881","false","SNCB"
"ENO1","ENO1","ENO1","1.08877114030631E-4","0.0","2.17754228061262E-4","false","ENO1"
"EIF4G3","EIF4G3","EIF4G3","0.002865714580495175","0.00573142916099035","0.0","false","EIF4G3"
"ACAT1","ACAT1","ACAT1","5.0809319880961E-4","0.0","0.00101618639761922","false","ACAT1"
"RASAL2","RASAL2","RASAL2","0.005371351261947705","0.00629909998378349","0.00444360254011192","false","RASAL2"
"FRYL","FRYL","FRYL","0.003610281824702219","0.00642213147984648","7.98432169557959E-4","false","FRYL"
"RAB7A","RAB7A","RAB7A","4.3305934617149746E-4","4.30610236220472E-4","4.35508456122523E-4","false","RAB7A"
"EXOSC7","EXOSC7","EXOSC7","1.08877114030631E-4","0.0","2.17754228061262E-4","false","EXOSC7"
"REXO2","REXO2","REXO2","0.01130242645813493","0.0218064207467119","7.98432169557959E-4","false","REXO2"
"GTF3C1","GTF3C1","GTF3C1","0.005341192916798486","4.30610236220472E-4","0.0102517755973765","false","GTF3C1"
"DYNC1I2","DYNC1I2","DYNC1I2","0.0","0.0","0.0","false","DYNC1I2"
"MYH7B","MYH7B","MYH7B","0.0025364190900120003","0.00391148229703061","0.00116135588299339","false","MYH7B"
"RAB21","RAB21","RAB21","0.015520855559191537","0.0303158636915122","7.25847426870872E-4","false","RAB21"
"PCNP","PCNP","PCNP",,,"2.17754228061262E-4","false","PCNP"
"MEF2C","MEF2C","MEF2C","0.0","0.0","0.0","false","MEF2C"
"BZW1","BZW1","BZW1","0.00890324364859305","0.0178064872971861","0.0","false","BZW1"
"CYLD","CYLD","CYLD","1.08877114030631E-4","0.0","2.17754228061262E-4","false","CYLD"
"CHMP2B","CHMP2B","CHMP2B","0.0","0.0","0.0","false","CHMP2B"
"SSH1","SSH1","SSH1","0.001572492278293966","0.00292723032852667","2.17754228061262E-4","false","SSH1"
"EIF3I","EIF3I","EIF3I","0.011743810778331101","0.0156822945370738","0.0078053270195884","false","EIF3I"
"CD59","CD59","CD59","5.167130835141761E-4","3.0757874015748E-4","7.25847426870872E-4","false","CD59"
"ABCB1","ABCB1","ABCB1","1.23031496062992E-4","2.46062992125984E-4","0.0","false","ABCB1"
"B4GALT1","B4GALT1","B4GALT1","0.0024076867043220963","0.00437986495252167","4.35508456122523E-4","false","B4GALT1"
"NOP14","NOP14","NOP14","3.24182232140867E-4","4.30610236220472E-4","2.17754228061262E-4","false","NOP14"
"GNAS","GNAS","GNAS","6.010030982825995E-4","9.84251968503937E-4","2.17754228061262E-4","false","GNAS"
"PAPOLA","PAPOLA","PAPOLA","2.4851210207700955E-4","6.15157480314961E-5","4.35508456122523E-4","false","PAPOLA"
"STRN4","STRN4","STRN4","0.004120417737855465","0.0","0.00824083547571093","false","STRN4"
"PLEKHG2","PLEKHG2","PLEKHG2","0.013553963136814515","0.0261643246186969","9.43601654932133E-4","false","PLEKHG2"
"RAPGEF4","RAPGEF4","RAPGEF4","0.0048844663505760045","3.0757874015748E-4","0.00946135396099453","false","RAPGEF4"
"CDV3","CDV3","CDV3",,,"4.35508456122523E-4","false","CDV3"
"EZR","EZR","EZR","0.006398826588565156","0.00913431466336648","0.00366333851376383","false","EZR"
"TGFB2","TGFB2","TGFB2","1.08877114030631E-4","0.0","2.17754228061262E-4","false","TGFB2"
"LRRFIP2","LRRFIP2","LRRFIP2","0.001829220146930891","4.30610236220472E-4","0.00322783005764131","false","LRRFIP2"
"TMEM38B","TMEM38B","TMEM38B","7.37552698952208E-4","6.76673228346457E-4","7.98432169557959E-4","false","TMEM38B"
"NUP188","NUP188","NUP188","0.009674639608937762","0.018913770761753","4.35508456122523E-4","false","NUP188"
"NANS","NANS","NANS","4.306102362204725E-4","8.61220472440945E-4","0.0","false","NANS"
"SORBS1","SORBS1","SORBS1","0.005161037448547437","0.00966881221291109","6.53262684183785E-4","false","SORBS1"
"HSP90AB1","HSP90AB1","HSP90AB1","0.010987381271782832","0.0217570083155044","2.17754228061262E-4","false","HSP90AB1"
"JAK2","JAK2","JAK2","0.004066115437610646","0.00740638344835042","7.25847426870872E-4","false","JAK2"
"NRP1","NRP1","NRP1",,,"2.17754228061262E-4","false","NRP1"
"PSMD8","PSMD8","PSMD8","0.0047722540809983045","0.00874607599243865","7.98432169557959E-4","false","PSMD8"
"ARVCF","ARVCF","ARVCF","4.1645585418811145E-4","6.15157480314961E-4","2.17754228061262E-4","false","ARVCF"
"TIMP3","TIMP3","TIMP3","0.003111988192113906","0.00549812895735694","7.25847426870872E-4","false","TIMP3"
"SBF1","SBF1","SBF1","0.01094732613486031","0.0214591438135981","4.35508456122523E-4","false","SBF1"
"PACSIN2","PACSIN2","PACSIN2","4.779716022196075E-4","7.38188976377953E-4","2.17754228061262E-4","false","PACSIN2"
"MIEF1","MIEF1","MIEF1","3.62923713435436E-4","0.0","7.25847426870872E-4","false","MIEF1"
"MYH9","MYH9","MYH9","7.406380863289765E-4","0.00104576771653543","4.35508456122523E-4","false","MYH9"
"ZC3H7B","ZC3H7B","ZC3H7B","0.005038255720654745","6.15157480314961E-4","0.00946135396099453","false","ZC3H7B"
"PRMT5","PRMT5","PRMT5","2.177542280612615E-4","0.0","4.35508456122523E-4","false","PRMT5"
"AP4S1","AP4S1","AP4S1","0.006492790612550481","0.0127678269970397","2.17754228061262E-4","false","AP4S1"
"TRIM9","TRIM9","TRIM9","6.62518846314096E-4","0.00110728346456693","2.17754228061262E-4","false","TRIM9"
"ATP6V1D","ATP6V1D","ATP6V1D","3.383366141732285E-4","6.76673228346457E-4","0.0","false","ATP6V1D"
"PSMB5","PSMB5","PSMB5","0.0024382068524923103","9.22736220472441E-4","0.00395367748451218","false","PSMB5"
"DNAJC5","DNAJC5","DNAJC5","0.001893185004913411","1.23031496062992E-4","0.00366333851376383","false","DNAJC5"
"PRELID3B","PRELID3B","PRELID3B","7.24034594345591E-4","0.00123031496062992","2.17754228061262E-4","false","PRELID3B"
"DNTTIP1","DNTTIP1","DNTTIP1","0.02315504276586008","0.0460923313036589","2.17754228061262E-4","false","DNTTIP1"
"MAP1LC3A","MAP1LC3A","MAP1LC3A","0.006882077447339355","0.00147637795275591","0.0122877769419228","false","MAP1LC3A"
"APMAP","APMAP","APMAP","5.394873502511035E-4","8.61220472440945E-4","2.17754228061262E-4","false","APMAP"
"ZNF516","ZNF516","ZNF516","3.992160847789795E-4","0.0","7.98432169557959E-4","false","ZNF516"
"MIB1","MIB1","MIB1","3.075787401574805E-4","6.15157480314961E-4","0.0","false","MIB1"
