"tissue","assay","feature_id","logFC_precawg","CI.L_precawg","CI.R_precawg","adj_p_value_precawg","randomGroupCode","Timepoint","platform","logFC_sex_diff","CI.L_sex_diff","CI.R_sex_diff","adj_p_value_sex_diff","entrez_gene","gene_symbol","ensembl_gene","uniprot","refmet_name","refmet_id","kegg_id"
"blood","transcript-rna-seq","ENSG00000148110.17",0.405979031718688,0.235450097549453,0.576507965887922,8.50354785467114e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.416571884528458,-0.604973150445435,-0.228170618611481,0.00142003937861007,"84641","MFSD14B","ENSG00000148110",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000155096.15",0.354832482729476,0.205752526720393,0.503912438738559,8.50354785467114e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.311270100916249,-0.475301435901475,-0.147238765931023,0.0057089389054009,"51582","AZIN1","ENSG00000155096",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000164754.16",0.3356707715412,0.194561058845277,0.476780484237123,8.5768455356741e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.246682281387931,-0.401730440949527,-0.0916341218263358,0.0253455311145083,"5885","RAD21","ENSG00000164754",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000123609.11",0.324806676364546,0.188285110634987,0.461328242094106,8.58121653096778e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.255459136568716,-0.419457257464825,-0.0914610156726058,0.0299323293175994,"9111","NMI","ENSG00000123609",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000156860.16",0.234429908412681,0.135871687100737,0.332988129724624,8.58249254448015e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.226664711527256,-0.340270560058183,-0.113058862996329,0.00364905771372215,"64319","FBRS","ENSG00000156860",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000105483.18",0.281397316140564,0.163082550165709,0.399712082115418,8.59956958558837e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.228753306009933,-0.362043096817777,-0.0954635152020889,0.0140091798835508,"22900","CARD8","ENSG00000105483",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000123728.10",0.401805251927302,0.232771066052985,0.570839437801618,8.67658328506171e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.290373308296941,-0.474250719405927,-0.106495897187954,0.0269956560665674,"57826","RAP2C","ENSG00000123728",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000076662.10",0.364674037220661,0.211275380122682,0.518072694318641,8.67658328506171e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.33855515123782,-0.514410963098608,-0.162699339377032,0.00501983841359051,"3385","ICAM3","ENSG00000076662",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000160410.15",0.326458892293571,0.189111205861378,0.463806578725765,8.69632786045903e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.243799920648465,-0.400869703601911,-0.0867301376950192,0.0307629457770572,"92799","SHKBP1","ENSG00000160410",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000124788.19",0.361746037636357,0.209527970595003,0.513964104677712,8.69632786045903e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.252392537565659,-0.422866951807478,-0.0819181233238404,0.0425917590184286,"6310","ATXN1","ENSG00000124788",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000013725.14",-0.341700897610971,-0.485482068331233,-0.197919726890709,8.69971488019251e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.308693438441253,0.145585373413424,0.471801503469082,0.00584340650715082,"923","CD6","ENSG00000013725",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000179583.20",-0.283406318493399,-0.402666605737952,-0.164146031248846,8.70363709126672e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.251896477493153,0.114063707610618,0.389729247375688,0.00805871777182392,"4261","CIITA","ENSG00000179583",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000161036.13",0.427895004620817,0.24781247992446,0.607977529317174,8.71607494990425e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.41237022729751,-0.609064447616176,-0.215676006978844,0.00230051937772803,"222229","LRWD1","ENSG00000161036",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000143382.16",0.326979560576584,0.189254747239645,0.464704373913523,8.8347875926523e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.2624107833391,-0.421384588995443,-0.103436977682758,0.0189040379116607,"54507","ADAMTSL4","ENSG00000143382",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000127152.18",-0.401372959427992,-0.570470451319063,-0.23227546753692,8.85816673419702e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.374615176358695,0.165071388261051,0.584158964456339,0.00985796651715038,"64919","BCL11B","ENSG00000127152",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100055.21",0.232734363519908,0.134611570315543,0.330857156724273,9.00140819678048e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.16542005486286,-0.277994137865442,-0.0528459718602778,0.0445818724903295,"27128","CYTH4","ENSG00000100055",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000143546.10",0.536367598345635,0.310206061014907,0.762529135676362,9.00231375594117e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.563985843555637,-0.812706500476081,-0.315265186635192,0.00114036682033513,"6279","S100A8","ENSG00000143546",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000289273.1",0.41662123247136,0.240880233125022,0.592362231817699,9.06992133598686e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.317035047869355,-0.519933111475842,-0.114136984262869,0.0291316452491053,NA,NA,"ENSG00000289273",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000002919.15",0.330994283461471,0.191260023726702,0.47072854319624,9.18223504842457e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.283119174387752,-0.44389210394865,-0.122346244826855,0.0112904757643334,"29916","SNX11","ENSG00000002919",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000085514.16",0.391698192292699,0.226311222108438,0.55708516247696,9.20109262663999e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.310681724644448,-0.498960879938849,-0.122402569350047,0.0189547962500912,"29992","PILRA","ENSG00000085514",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000125304.10",0.360386235904476,0.20820671483183,0.512565756977123,9.20109262663999e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.282449053648385,-0.448808149457276,-0.116089957839494,0.0151879744819762,"9375","TM9SF2","ENSG00000125304",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000180549.8",0.441884226045723,0.255234015879258,0.628534436212187,9.27086785873175e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.408870335822483,-0.61700643918459,-0.200734232460376,0.00418446625093053,"2529","FUT7","ENSG00000180549",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000175137.11",0.374178595878451,0.21597738824173,0.532379803515172,9.41707132591286e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.382774950402368,-0.560746215358905,-0.204803685445831,0.00180493308406284,"80851","SH3BP5L","ENSG00000175137",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000005238.20",0.287820766390146,0.166101509565223,0.409540023215069,9.46140083693716e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.28333926575919,-0.425580687005115,-0.141097844513264,0.00369032287807036,"80256","FAM214B","ENSG00000005238",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000120733.14",0.276274630252731,0.159371184868398,0.393178075637063,9.53300164980939e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.202244858010667,-0.330907508308182,-0.0735822077131524,0.0278518211920193,"51780","KDM3B","ENSG00000120733",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000140932.10",0.542721455274973,0.313051910799575,0.77239099975037,9.56901775431643e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.496803131053182,-0.754748946349062,-0.238857315757303,0.00501983841359051,"146225","CMTM2","ENSG00000140932",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000152291.15",0.211332827161437,0.121779226573493,0.30088642774938,9.832982357659e-05,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.175852848140689,-0.278968138679792,-0.0727375576015864,0.014756301709921,"10618","TGOLN2","ENSG00000152291",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000146278.11",0.302662378715628,0.174283602856424,0.431041154574831,0.000100344138109686,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.226410890337137,-0.372125097119269,-0.0806966835550045,0.0305497354716857,"10957","PNRC1","ENSG00000146278",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000105202.9",-0.340016982441154,-0.484378220168489,-0.195655744713819,0.00010211023284316,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.302923925111379,0.133620669159941,0.472227181062818,0.0097978364712182,"2091","FBL","ENSG00000105202",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000273559.5",0.260756688390356,0.150041566079022,0.37147181070169,0.00010211023284316,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.26251872167028,-0.386365802364456,-0.138671640976104,0.00201899505562625,"54883","CWC25","ENSG00000273559",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000198034.11",-0.281860303871417,-0.401541720980197,-0.162178886762637,0.000102163014026694,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.237024616444433,0.0976359765812706,0.376413256307596,0.0149893461423298,"6191","RPS4X","ENSG00000198034",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000168028.14",-0.304840814174378,-0.434298459042474,-0.175383169306283,0.000102392092160258,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.230201671471439,0.082249036247927,0.378154306694952,0.0302049050345338,"3921","RPSA","ENSG00000168028",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000147416.11",0.325106893060436,0.186951808559655,0.463261977561218,0.000103714190263794,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.282836784233579,-0.441076118763869,-0.124597449703289,0.00987043169651383,"526","ATP6V1B2","ENSG00000147416",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000148841.17",0.34876332427932,0.200534428423514,0.496992220135125,0.000103861330982252,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.329517698725529,-0.502649431629714,-0.156385965821344,0.00556382362500164,"85450","ITPRIP","ENSG00000148841",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000089220.5",-0.330924187548248,-0.471607429369029,-0.190240945727466,0.000104070572079602,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.24025421076693,0.0748131718706852,0.405695249663175,0.048103573189649,"5037","PEBP1","ENSG00000089220",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000132823.11",0.323908634793705,0.186200735441295,0.461616534146115,0.000104189876144427,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.26624566206093,-0.419304192869342,-0.113187131252519,0.012594258032982,"51526","OSER1","ENSG00000132823",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000168421.13",-0.360188872252783,-0.513353671148043,-0.207024073357523,0.000104512801997815,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.280999056301777,0.101313415724285,0.460684696879269,0.0289700083949736,"399","RHOH","ENSG00000168421",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000108669.17",0.145198648886067,0.0834277656084026,0.206969532163732,0.000105423923084453,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.150782055219786,-0.218507069291963,-0.0830570411476081,0.00132653751475576,"9267","CYTH1","ENSG00000108669",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000143373.18",0.270939364089172,0.155572653419228,0.386306074759115,0.000106966185654816,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.283912034961058,-0.414524141504849,-0.153299928417267,0.00165444126661871,"57592","ZNF687","ENSG00000143373",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000225889.10",0.424615960676503,0.243815348356209,0.605416572996797,0.000107174687409604,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.394159119398421,-0.592692397717707,-0.195625841079135,0.00379481345543099,NA,NA,"ENSG00000225889",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000155099.8",0.448025622458511,0.257188221468401,0.638863023448621,0.000107553342233326,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.333868715892395,-0.543809399549704,-0.123928032235086,0.0254456871831941,"55529","PIP4P2","ENSG00000155099",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000198223.17",0.366401456534913,0.21029168947724,0.522511223592586,0.00010814592049178,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.315431769021709,-0.490561841300003,-0.140301696743415,0.00922518872110697,"1438","CSF2RA","ENSG00000198223",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000198223.17_PAR_Y",0.366401456534913,0.21029168947724,0.522511223592586,0.00010814592049178,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.315431769021709,-0.490561841300003,-0.140301696743415,0.00922518872110697,"1438","CSF2RA","ENSG00000198223",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000137462.9",0.47193092096852,0.270665581098279,0.673196260838762,0.000110164429182115,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.335060976215978,-0.556582914169727,-0.113539038262229,0.0368070042878633,"7097","TLR2","ENSG00000137462",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000144655.15",0.37303207342873,0.213916963029789,0.532147183827671,0.000110466172280643,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.34999969891353,-0.536420409347958,-0.163578988479102,0.00626057295794785,"64651","CSRNP1","ENSG00000144655",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000185862.7",0.422380895168741,0.24210586168595,0.602655928651533,0.000111248825759233,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.29916898317075,-0.499164624392989,-0.099173341948511,0.0399229300647177,"2124","EVI2B","ENSG00000185862",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000108424.11",0.257673286827826,0.147651948200254,0.367694625455398,0.000112341805285228,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.222756428484812,-0.353711731919605,-0.0918011250500196,0.0149544261469614,"3837","KPNB1","ENSG00000108424",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000179361.18",0.288024672542511,0.164762713793888,0.411286631291134,0.000117180877696246,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.268770975129773,-0.408105293228662,-0.129436657030885,0.00496338764607827,"10620","ARID3B","ENSG00000179361",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000117859.19",0.311718429475317,0.178303478606572,0.445133380344062,0.00011723266553787,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.308914070007688,-0.45176584099914,-0.166062299016236,0.00172054292059684,"114883","OSBPL9","ENSG00000117859",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000189091.13",-0.241144711280858,-0.344416620202094,-0.137872802359623,0.000118307178191694,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.197162049774598,0.0829314801720661,0.31139261937713,0.0134474116386704,"23450","SF3B3","ENSG00000189091",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000132471.12",0.280309362549522,0.160269777613591,0.400348947485453,0.00011836903961911,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.269919865697352,-0.403754781749215,-0.136084949645488,0.00330722035295575,"23558","WBP2","ENSG00000132471",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100345.23",0.301948398308749,0.172611808078805,0.431284988538693,0.000118558884781929,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.303401459534046,-0.448618290957213,-0.158184628110878,0.00237048423849061,"4627","MYH9","ENSG00000100345",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163220.11",0.491235686561232,0.280629338274048,0.701842034848417,0.000121054053180912,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.514584898448557,-0.747634811331048,-0.281534985566067,0.00142588823413085,"6280","S100A9","ENSG00000163220",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000169564.7",0.223739130563178,0.12779997496048,0.319678286165876,0.000121215496447763,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.209106490084888,-0.321508617866719,-0.0967043623030583,0.0067709512195618,"5093","PCBP1","ENSG00000169564",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000168918.14",0.234036271473402,0.133633370670132,0.334439172276672,0.000122244592296967,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.306919697770955,-0.420652203831786,-0.193187191710123,0.000164487983882867,"3635","INPP5D","ENSG00000168918",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000136810.13",0.503288704307132,0.287268441711354,0.71930896690291,0.00012337165706033,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.539402739294228,-0.772759919040351,-0.306045559548105,0.000980583612693665,"7295","TXN","ENSG00000136810",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000165006.14",0.269076697561201,0.153567498560385,0.384585896562017,0.00012374493204592,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.241222749597206,-0.375861772167998,-0.106583727026415,0.00967209815692395,"51271","UBAP1","ENSG00000165006",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000141480.18",0.292357284484115,0.166659600662636,0.418054968305594,0.000127283054848681,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.249105580035669,-0.391553100781473,-0.106658059289866,0.0120330269251217,"409","ARRB2","ENSG00000141480",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000068323.17",0.272133023946768,0.155084030961928,0.389182016931609,0.000128180629785402,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.27754249215091,-0.415047233241991,-0.140037751059829,0.00327164080029652,"7030","TFE3","ENSG00000068323",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163932.15",0.315917484996875,0.179938325991248,0.451896644002503,0.000129740001267306,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.296261363722468,-0.454342004259235,-0.138180723185702,0.00637749876072279,"5580","PRKCD","ENSG00000163932",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000142937.12",-0.289718318008047,-0.414478654058581,-0.164957981957513,0.000130412358012825,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.207675385098586,0.0642171661343026,0.351133604062869,0.0491255318687884,"6202","RPS8","ENSG00000142937",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000141576.16",-0.417803205417646,-0.597762936967682,-0.237843473867609,0.000130946977762731,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.472996555941527,0.251178210409355,0.6948149014737,0.0019222591045555,"114804","RNF157","ENSG00000141576",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000110203.10",0.573238208700434,0.326359408892388,0.82011700850848,0.000130946977762731,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.414108215303892,-0.696813318605086,-0.131403112002697,0.0454879633461809,"2352","FOLR3","ENSG00000110203",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000130402.13",0.225544177961236,0.128284028542967,0.322804327379505,0.000133676055958113,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.235585609361094,-0.347925788439348,-0.123245430282839,0.00229876070502312,"81","ACTN4","ENSG00000130402",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000137154.13",-0.275164261819024,-0.393823327712347,-0.1565051959257,0.000133676055958113,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.216465707981099,0.0781996720194379,0.35473174394276,0.0287052873413369,"6194","RPS6","ENSG00000137154",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000168591.16",0.277297197158311,0.157633930457449,0.396960463859173,0.000135316428027108,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.247791954218786,-0.383412925645431,-0.112170982792141,0.00806779400382873,"79089","TMUB2","ENSG00000168591",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000129933.21",0.218847173436601,0.124379049502277,0.313315297370926,0.000136008667688872,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.189381016269587,-0.2970167870637,-0.0817452454754755,0.0113745636827173,"23383","MAU2","ENSG00000129933",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000140350.15",0.298635371262533,0.169734562938829,0.427536179586237,0.000136008667688872,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.280314400075728,-0.426391001039739,-0.134237799111716,0.00518372942772255,"8125","ANP32A","ENSG00000140350",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000166272.18",0.213396763152534,0.121265191023673,0.305528335281394,0.000136395049496028,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.250211245302603,-0.353974379401341,-0.146448111203865,0.000663270726556525,"54838","WBP1L","ENSG00000166272",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000024048.11",0.311826569038643,0.177162827695289,0.446490310381997,0.000136955119212193,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.24776589963506,-0.396623540247184,-0.0989082590229355,0.017714435137356,"23304","UBR2","ENSG00000024048",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000139436.22",0.238853507951491,0.135659123172894,0.342047892730088,0.000137956030505765,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.168782321391066,-0.284519851845494,-0.0530447909366384,0.0470542439545575,"9815","GIT2","ENSG00000139436",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000143878.10",0.351649526124393,0.199719022963663,0.503580029285123,0.000138101665856907,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.256379836359632,-0.432076422288247,-0.0806832504310172,0.0468582268653247,"388","RHOB","ENSG00000143878",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000065135.12",0.285029567584185,0.161782408434708,0.408276726733661,0.000139747947856341,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.203522412316688,-0.340698896999157,-0.0663459276342187,0.0419752186867206,"2773","GNAI3","ENSG00000065135",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000071553.18",0.253003246147316,0.143590663428029,0.362415828866602,0.00013992772562358,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.22294951277995,-0.34976153444148,-0.0961374911184193,0.0114700883597928,"537","ATP6AP1","ENSG00000071553",NA,NA,NA,NA
