"tissue","assay","feature_id","logFC_precawg","CI.L_precawg","CI.R_precawg","adj_p_value_precawg","randomGroupCode","Timepoint","platform","logFC_sex_diff","CI.L_sex_diff","CI.R_sex_diff","adj_p_value_sex_diff","entrez_gene","gene_symbol","ensembl_gene","uniprot","refmet_name","refmet_id","kegg_id"
"blood","transcript-rna-seq","ENSG00000127948.16",0.412643423064604,0.273953800423944,0.551333045705264,6.3560971167652e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.360824006965742,-0.516043164997144,-0.20560484893434,0.000947186479358773,"5447","POR","ENSG00000127948",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000140563.16",0.478655562860488,0.317748122776512,0.639563002944463,6.37726326202512e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.295388957699406,-0.476912409205613,-0.113865506193199,0.0211021478362617,"55784","MCTP2","ENSG00000140563",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000181192.12",0.409371380784296,0.271691299820971,0.547051461747621,6.37841895215769e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.262886102710066,-0.414738059294746,-0.111034146125386,0.0131067757243749,"55526","DHTKD1","ENSG00000181192",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000136167.15",0.35939640917413,0.238543942323211,0.480248876025048,6.37841895215769e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.303635238512836,-0.442299564403571,-0.164970912622101,0.00155819840649,"3936","LCP1","ENSG00000136167",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000170345.10",0.621774953819798,0.412636652699267,0.830913254940328,6.41866054305148e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.46041273244606,-0.702524428518527,-0.218301036373593,0.00561644260872677,"2353","FOS","ENSG00000170345",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000126353.3",-0.5208565416021,-0.696141639805413,-0.345571443398787,6.52226084679464e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.328412075199132,0.129532769596867,0.527291380801398,0.0188515761504376,"1236","CCR7","ENSG00000126353",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000196549.13",0.786618291920458,0.521527013186605,1.05170957065431,6.75245776748386e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.461863275097446,-0.760420342573085,-0.163306207621807,0.0314927882447164,"4311","MME","ENSG00000196549",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000160712.13",0.434006265809371,0.287505941216851,0.580506590401891,7.11467795790448e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.358103254409446,-0.525604472178678,-0.190602036640214,0.00190300468324258,"3570","IL6R","ENSG00000160712",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000118308.16",0.340839675297086,0.225685568248208,0.455993782345963,7.30127105946769e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.234646251271386,-0.36581289299951,-0.103479609543263,0.00980646298036878,"4033","IRAG2","ENSG00000118308",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100365.16",0.533552442172779,0.352949198879036,0.714155685466521,7.74726431611439e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.389742707205535,-0.590983284573856,-0.188502129837214,0.00482014255090845,"4689","NCF4","ENSG00000100365",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000148400.13",0.385457964747582,0.254877321924065,0.516038607571099,7.92427427466444e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.268819545414507,-0.41825240875968,-0.119386682069335,0.00933247981036837,"4851","NOTCH1","ENSG00000148400",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197208.6",0.588662356311644,0.389203953951854,0.788120758671433,7.95356628712018e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.3941398171337,-0.627000937967706,-0.161278696299695,0.0155620939628746,"6583","SLC22A4","ENSG00000197208",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000134830.6",0.495569885807461,0.327610953529863,0.663528818085059,7.97867022589589e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.381638984981196,-0.568392363398403,-0.194885606563989,0.00292817023168514,"27202","C5AR2","ENSG00000134830",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000171310.11",0.367220124505257,0.242741481924274,0.49169876708624,7.99547521543405e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.2628599347505,-0.405875047108405,-0.119844822392595,0.0076590569238096,"50515","CHST11","ENSG00000171310",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000171049.9",0.589510706790097,0.389598771892001,0.789422641688194,8.09581275451392e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.4886196242023,-0.716395191166977,-0.260844057237624,0.00185872317184474,"2358","FPR2","ENSG00000171049",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163466.16",0.293476653559589,0.193923534832464,0.393029772286714,8.1225017739419e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.281003750954877,-0.390552474595696,-0.171455027314058,0.000319607531059352,"10109","ARPC2","ENSG00000163466",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000198909.8",0.407231323549155,0.269054097886173,0.545408549212137,8.15017903593077e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.320060560503867,-0.475401926140812,-0.164719194866922,0.00272262337377942,"4215","MAP3K3","ENSG00000198909",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000116688.18",0.373013731604194,0.246460353003115,0.499567110205274,8.1551492829729e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.302243137514288,-0.443524260968934,-0.160962014059641,0.00190300468324258,"9927","MFN2","ENSG00000116688",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000136869.16",0.582956364367545,0.385116319550612,0.780796409184478,8.17067052478818e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.464358885447837,-0.684675492140131,-0.244042278755543,0.00218066526601397,"7099","TLR4","ENSG00000136869",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000002834.18",0.314451647383427,0.207661718175709,0.421241576591144,8.31351046435295e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.287466836834385,-0.41431944863153,-0.16061422503724,0.00114357803577543,"3927","LASP1","ENSG00000002834",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000104973.19",0.353096075978788,0.232990737768213,0.473201414189364,8.71995801719579e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.213723239560736,-0.354983551459739,-0.0724629276617326,0.0367616312264668,"81857","MED25","ENSG00000104973",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000116260.17",0.452328700066586,0.298400570700095,0.606256829433076,8.74874520247945e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.319987293827872,-0.490681534589466,-0.149293053066278,0.00636889333604295,"5768","QSOX1","ENSG00000116260",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000204131.10",0.412804719830167,0.272329161673671,0.553280277986662,8.74874520247945e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.287346195777773,-0.445771630693488,-0.128920760862058,0.00865097896290495,"340527","NHSL2","ENSG00000204131",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000254087.8",0.383658679443737,0.253102803415241,0.514214555472234,8.74874520247945e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.277771323060968,-0.427262281482395,-0.12828036463954,0.00684068656051643,"4067","LYN","ENSG00000254087",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000169403.12",0.40032557412137,0.263993890696874,0.536657257545865,8.92913375403388e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.345886384419426,-0.502518195072708,-0.189254573766145,0.00142588823413085,"5724","PTAFR","ENSG00000169403",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000131236.18",0.361865970416403,0.23847368888127,0.485258251951536,9.24017225688497e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.276208610975367,-0.415166259347097,-0.137250962603636,0.00374071244680929,"10487","CAP1","ENSG00000131236",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100731.16",0.51676390187176,0.339997776420532,0.693530027322989,1.01971371546653e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.423586526722094,-0.616945907472614,-0.230227145971574,0.00155496769080886,"22990","PCNX1","ENSG00000100731",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000161533.12",0.459477183371536,0.302009077924682,0.61694528881839,1.0844617205834e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.359059473493749,-0.539633344381401,-0.178485602606097,0.00373653109582367,"51","ACOX1","ENSG00000161533",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000121316.11",0.547549783829872,0.359884927903305,0.735214639756439,1.0844617205834e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.623170478588532,-0.83210861083135,-0.414232346345715,4.85332338403005e-05,"79887","PLBD1","ENSG00000121316",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000136040.9",0.516606831140992,0.339283815868715,0.693929846413269,1.13129473703735e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.309314003614539,-0.509830481470914,-0.108797525758163,0.0321504155222966,"10154","PLXNC1","ENSG00000136040",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000243646.10",0.448648468751803,0.294606840073608,0.602690097429998,1.13613560403593e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.372486737432934,-0.544442840852222,-0.200530634013645,0.00169840979348798,"3588","IL10RB","ENSG00000243646",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000072401.15",0.617052908861727,0.405164580321539,0.828941237401916,1.13934405859381e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.374331476898987,-0.611492281717996,-0.137170672079978,0.0270972447418689,"7321","UBE2D1","ENSG00000072401",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000136156.15",0.414010588090813,0.271631955251214,0.556389220930412,1.18835511081306e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.292770992760765,-0.453538976223772,-0.132003009297758,0.00833945721686208,"9445","ITM2B","ENSG00000136156",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000134815.19",0.401731916543007,0.263544263274383,0.53991956981163,1.19639205977019e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.319256856469031,-0.478156202986822,-0.16035750995124,0.0034245407405502,"9704","DHX34","ENSG00000134815",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000196547.15",0.343293288893762,0.225187637488314,0.461398940299211,1.19874512892403e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.278559325978055,-0.413001556561162,-0.144117095394948,0.00258268379740816,"4122","MAN2A2","ENSG00000196547",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000166527.8",1.06041845146388,0.695506526830296,1.42533037609747,1.20027497000108e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.805904957228523,-1.16806854927648,-0.443741365180567,0.00132656265480874,"338339","CLEC4D","ENSG00000166527",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197965.12",0.485221869179433,0.318105739680208,0.652337998678659,1.22815786735004e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.401383363088163,-0.597575978351256,-0.20519074782507,0.00290793559156878,"9019","MPZL1","ENSG00000197965",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000142657.21",0.480765777871962,0.315122249955939,0.646409305787986,1.23301420725014e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.42992279931452,-0.615826661385548,-0.244018937243492,0.000980583612693665,"5226","PGD","ENSG00000142657",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000203879.12",0.293693410853363,0.192365408898408,0.395021412808319,1.27758765906904e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.193977219429621,-0.306379298952279,-0.0815751399069636,0.0134561852964912,"2664","GDI1","ENSG00000203879",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000125772.14",0.395769073600408,0.259235134695601,0.532303012505215,1.27758765906904e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.268111672794787,-0.417605574616453,-0.118617770973121,0.00956555052987088,"56261","GPCPD1","ENSG00000125772",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197081.16",0.551058795120749,0.36080251454699,0.741315075694508,1.30444434689922e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.408416151843152,-0.626676516188019,-0.190155787498285,0.00646968159887717,"3482","IGF2R","ENSG00000197081",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000165879.9",0.485300967009582,0.317657103711272,0.652944830307893,1.3225063381562e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.409503101206983,-0.60050290546308,-0.218503296950886,0.00187001167480721,"10023","FRAT1","ENSG00000165879",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000008130.15",0.386751525155885,0.25301418342639,0.52048886688538,1.36528129989191e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.334143131573809,-0.493588866570319,-0.174697396577299,0.00230558479315997,"65220","NADK","ENSG00000008130",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000005020.13",0.489788295017008,0.320303042253944,0.659273547780072,1.38156560490786e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.392261816686998,-0.580726500565018,-0.203797132808978,0.00246605339942073,"8935","SKAP2","ENSG00000005020",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000183486.14",0.368204511237456,0.240807605877287,0.495601416597625,1.38156560490786e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.324677478310379,-0.486597342902273,-0.162757613718485,0.00349046309873948,"4600","MX2","ENSG00000183486",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163162.9",0.435198565083152,0.284548093934267,0.585849036232036,1.39074643512718e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.382738298562899,-0.552823032144577,-0.21265356498122,0.00121823745561102,"284996","RNF149","ENSG00000163162",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000139112.11",0.452046245551559,0.295539148042262,0.608553343060856,1.39074643512718e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.388285360005674,-0.56502434282318,-0.211546377188168,0.0015197412959425,"23710","GABARAPL1","ENSG00000139112",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000169891.18",0.664704137866451,0.434553263001047,0.894855012731855,1.39202257928867e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.480103373852661,-0.73635608936332,-0.223850658342001,0.00639688041446336,"9185","REPS2","ENSG00000169891",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000214655.11",0.298192843010325,0.194888782364389,0.401496903656261,1.40223693307457e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.20213704873759,-0.31845587700011,-0.0858182204750695,0.0126486502318848,"23053","ZSWIM8","ENSG00000214655",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000203710.12",0.628048188034755,0.41032380794013,0.845772568129381,1.43765927397333e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.372464089891427,-0.613954867257602,-0.130973312525251,0.0321573672761084,"1378","CR1","ENSG00000203710",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000067560.14",0.259667928240324,0.169542434304454,0.349793422176194,1.48294272236073e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.290750707483395,-0.393821189122804,-0.187680225843987,0.000123266428059444,"387","RHOA","ENSG00000067560",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000112062.11",0.467008260249314,0.30486133165307,0.629155188845557,1.50202239377611e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.396637014530843,-0.577978725921213,-0.215295303140474,0.00156354427662387,"1432","MAPK14","ENSG00000112062",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000113269.14",0.376052515522666,0.245429342089516,0.506675688955815,1.5153148239196e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.327386454589842,-0.477413695607808,-0.177359213571876,0.00158570543192621,"55819","RNF130","ENSG00000113269",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000119801.13",0.384451916585322,0.250755792409927,0.518148040760717,1.5580873097611e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.278063212319554,-0.425622876135195,-0.130503548503913,0.00604581156735084,"51646","YPEL5","ENSG00000119801",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000130382.9",0.282758681580949,0.18432463784489,0.381192725317008,1.61515375945663e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.185429255312106,-0.297534232722302,-0.0733242779019091,0.0186279134308791,"4298","MLLT1","ENSG00000130382",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000164674.17",0.484734662084652,0.315861130805652,0.653608193363653,1.63914865355249e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.508773555699994,-0.701016752436875,-0.316530358963114,0.00020849647690792,"94120","SYTL3","ENSG00000164674",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000135074.16",0.586164289392697,0.381934319267748,0.790394259517647,1.63914865355249e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.46910568038531,-0.694325847884822,-0.243885512885798,0.00245066161319856,"8728","ADAM19","ENSG00000135074",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000076685.19",0.422707678205426,0.275287837782432,0.57012751862842,1.68387424392336e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.321116841462461,-0.484137695671914,-0.158095987253009,0.00405696062075296,"22978","NT5C2","ENSG00000076685",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000076513.17",0.371330013457265,0.241814680813392,0.500845346101139,1.68387424392336e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.297323174157484,-0.443310054447583,-0.151336293867384,0.00301833093724912,"88455","ANKRD13A","ENSG00000076513",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000112195.9",0.448274583066015,0.291709825969379,0.60483934016265,1.75382445297615e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.390259451723519,-0.568393289020661,-0.212125614426376,0.00155496769080886,"79865","TREML2","ENSG00000112195",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000204304.12",0.296530117390308,0.192838218568335,0.400222016212281,1.80943237949825e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.218529051740871,-0.337435645685353,-0.09962245779639,0.00766103866218791,"5089","PBX2","ENSG00000204304",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000102921.8",0.315599159051899,0.205225333951698,0.425972984152099,1.80943237949825e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.32407554057626,-0.451644981436242,-0.196506099716278,0.000330579643598503,"9683","N4BP1","ENSG00000102921",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000115607.10",0.650058132229255,0.422726284799055,0.877389979659454,1.80943237949825e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.497907936968184,-0.739366456835756,-0.256449417100611,0.00271708363532521,"8807","IL18RAP","ENSG00000115607",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000198736.13",0.511460900702078,0.332537190014345,0.69038461138981,1.81808697691994e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.414265111672494,-0.616287926843403,-0.212242296501585,0.00284200209920375,"51734","MSRB1","ENSG00000198736",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000235568.7",0.422683771905643,0.274649156156487,0.570718387654798,1.8782332797731e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.384025992446908,-0.558608706537753,-0.209443278356063,0.00149771669313089,"150372","NFAM1","ENSG00000235568",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000167106.12",-0.384074211290231,-0.518718885192057,-0.249429537388404,1.93173074466795e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.390865423851526,0.235814267606969,0.545916580096083,0.000370477976598256,"399665","FAM102A","ENSG00000167106",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000101265.16",0.428844502709095,0.27834541542226,0.579343589995931,1.98581033701002e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.331439105053139,-0.501068846901905,-0.161809363204374,0.00440801703190278,"9770","RASSF2","ENSG00000101265",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000178927.18",0.293033711505556,0.1901610524478,0.395906370563312,2.0033995364641e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.230667968533895,-0.347102199548632,-0.114233737519159,0.00385739867031025,"79415","CYBC1","ENSG00000178927",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000233369.7",0.528968160782927,0.343163060706652,0.714773260859203,2.02771999909632e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.422613310372485,-0.62763748817186,-0.21758913257311,0.00272038293484834,"100093631","GTF2IP4","ENSG00000233369",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000131389.18",0.422751013483309,0.274224839487168,0.571277187479449,2.03274721693109e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.280349814892327,-0.450167002122637,-0.110532627662018,0.018887530641137,"6533","SLC6A6","ENSG00000131389",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000142405.22",0.531958520757517,0.344939904085403,0.718977137429631,2.0649576041952e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.439209621250443,-0.646331015614095,-0.232088226886792,0.00201899505562625,"91662","NLRP12","ENSG00000142405",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000170871.12",0.420425379826082,0.272452987599668,0.568397772052497,2.12547282912466e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.352124675203838,-0.516471792279334,-0.187777558128343,0.00187729231509014,"9778","KIAA0232","ENSG00000170871",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000117139.18",0.396010160838248,0.256471083451073,0.535549238225423,2.18283703516555e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.26740774152098,-0.418698537724495,-0.116116945317465,0.0109005795395611,"10765","KDM5B","ENSG00000117139",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000148925.11",0.412823927996223,0.267327040645375,0.558320815347072,2.2001269288103e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.421704307657871,-0.578384312344375,-0.265024302971367,0.000164487983882867,"84280","BTBD10","ENSG00000148925",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000172936.16",0.323772289944726,0.209629596409724,0.437914983479728,2.22736523434914e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.238966869459331,-0.373352237770372,-0.104581501148289,0.0103114572952842,"4615","MYD88","ENSG00000172936",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000107742.14",-0.336540566480145,-0.455226927353993,-0.217854205606297,2.2437448896208e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.335228627697858,0.201963194353259,0.468494061042457,0.00037561278459791,"9806","SPOCK2","ENSG00000107742",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000147065.17",0.264600707210811,0.171171835572828,0.358029578848793,2.30293832933914e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.249745898030818,-0.358152311434764,-0.141339484626873,0.000990149463676255,"4478","MSN","ENSG00000147065",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000131873.7",0.531281860310472,0.343500747198191,0.719062973422752,2.38020657904678e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.354416934087796,-0.566227379467168,-0.142606488708424,0.0170632668754937,"22856","CHSY1","ENSG00000131873",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000173890.17",0.818117984600724,0.528767411196834,1.10746855800461,2.40667465262032e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.588061228959248,-0.8862180103104,-0.289904447608096,0.00400423622326737,"26996","GPR160","ENSG00000173890",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000103381.12",0.368820920572634,0.238392984468621,0.499248856676648,2.40820603741118e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.274210577824642,-0.426174914625192,-0.122246241024091,0.00907631171251438,"55313","CPPED1","ENSG00000103381",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000266094.8",0.249109389326026,0.160991393219178,0.337227385432875,2.40955535817438e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.234754360220329,-0.335979912830258,-0.133528807610399,0.000967799915869833,"83593","RASSF5","ENSG00000266094",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000101307.16",0.44405784011793,0.286971122342988,0.601144557892872,2.42118513610992e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.323444993312396,-0.503017630080312,-0.14387235654448,0.00922518872110697,"10326","SIRPB1","ENSG00000101307",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000173597.9",0.679052960939985,0.438771266808364,0.919334655071606,2.42144103584646e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.44339434467514,-0.7038387543297,-0.182949935020581,0.0149011477497031,"27284","SULT1B1","ENSG00000173597",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000280279.1",0.585171276525023,0.378170707634423,0.792171845415623,2.42144103584646e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.376781046907462,-0.604724026534252,-0.148838067280672,0.0187291850959904,NA,"LINC02887","ENSG00000280279",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000114030.13",0.363294508478399,0.234546922670497,0.4920420942863,2.50493560174394e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.258788273467869,-0.40074208768759,-0.116834459248148,0.0082406374277826,"3836","KPNA1","ENSG00000114030",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000116604.19",0.245086075955611,0.158179364623549,0.331992787287674,2.54265986694438e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.17047701719077,-0.268476764903871,-0.072477269477668,0.012594258032982,"4209","MEF2D","ENSG00000116604",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000073150.14",0.571777927305066,0.369059282052067,0.774496572558066,2.54543410537439e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.378623625610575,-0.6070426577059,-0.150204593515251,0.0183059386804799,"56666","PANX2","ENSG00000073150",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000110934.13",0.299188902128977,0.193068110934787,0.405309693323167,2.55680580775177e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.239903107601172,-0.360820522405654,-0.118985692796691,0.0038049788654556,"51411","BIN2","ENSG00000110934",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000105355.9",0.372000799414176,0.240026504298062,0.503975094530289,2.57505437364e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.325320458360469,-0.477163224021975,-0.173477692698963,0.00187729231509014,"10226","PLIN3","ENSG00000105355",NA,NA,NA,NA
