"collection","database","set_id","set","set_short","set_size","set_size_DB","size_ratio","set_size_in_input","input_size","background_size","p_value","adj_p_value"
"C5","GOBP","05589","GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH","GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH",132,157,0.841,41,1591,16972,2.18372960744881e-12,1.11491528291414e-10
"C5","GOBP","01317","GOBP_CYTOSKELETON_ORGANIZATION","GOBP_CYTOSKELETON_ORGANIZATION",1207,1527,0.79,186,1591,16972,2.47006132973803e-12,1.24953377726381e-10
"C5","GOBP","00962","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND",952,1299,0.733,155,1591,16972,2.78459302390927e-12,1.39584053943961e-10
"C5","GOBP","00340","GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE","GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",240,280,0.857,59,1591,16972,2.96379314594607e-12,1.47228427087808e-10
"CELLMARKER","CELLMARKER","16457","CELLMARKER_Myeloid Cell Bone Marrow Human","Myeloid Cell Bone Marrow",113,120,0.942,37,1591,16972,4.39697658055015e-12,2.32306929339066e-10
"C5","GOBP","06771","GOBP_REGULATION_OF_TRANSPORT","GOBP_REGULATION_OF_TRANSPORT",1300,1783,0.729,196,1591,16972,4.56353949204568e-12,2.24672828206606e-10
"C5","GOBP","04669","GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY",406,502,0.809,83,1591,16972,5.81503011524156e-12,2.83752885446389e-10
"C5","GOBP","05587","GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS",303,380,0.797,68,1591,16972,6.26967683442146e-12,3.03254368991227e-10
"C5","GOBP","05750","GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE","GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE",310,370,0.838,69,1591,16972,6.56217546646232e-12,3.14642048018028e-10
"C2","REACTOME","12187","REACTOME_ADAPTIVE_IMMUNE_SYSTEM","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",763,829,0.92,130,1591,16972,7.81392789346315e-12,1.29346553063127e-09
"C2","REACTOME","12738","REACTOME_HEMOSTASIS","REACTOME_HEMOSTASIS",556,678,0.82,103,1591,16972,9.13897316843162e-12,1.36112059526954e-09
"C2","REACTOME","13439","REACTOME_SARS_COV_INFECTIONS","REACTOME_SARS_COV_INFECTIONS",431,471,0.915,86,1591,16972,9.31898917421753e-12,1.36112059526954e-09
"C5","GOBP","05556","GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION","GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION",300,342,0.877,67,1591,16972,1.131528681179e-11,5.34470053150721e-10
"C5","GOCC","08231","GOCC_ENDOCYTIC_VESICLE_MEMBRANE","GOCC_ENDOCYTIC_VESICLE_MEMBRANE",167,202,0.827,46,1591,16972,1.14712607061818e-11,5.34470053150721e-10
"C5","GOBP","05749","GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS","GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS",831,1010,0.823,138,1591,16972,1.15126757147197e-11,5.34470053150721e-10
"C5","GOMF","09355","GOMF_CYTOSKELETAL_PROTEIN_BINDING","GOMF_CYTOSKELETAL_PROTEIN_BINDING",823,991,0.83,137,1591,16972,1.15346275525817e-11,5.34470053150721e-10
"C2","WP","14756","WP_VEGFA_VEGFR2_SIGNALING","WP_VEGFA_VEGFR2_SIGNALING",390,431,0.905,80,1591,16972,1.18142322144957e-11,1.62970769936627e-09
"C5","GOBP","00517","GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",192,205,0.937,50,1591,16972,1.42729858765711e-11,6.5584370102844e-10
"CELLMARKER","CELLMARKER","15816","CELLMARKER_CD1C+ B Dendritic Cell Blood Human","CD1C+ B Dendritic Cell Blood",54,54,1,24,1591,16972,1.56965941680591e-11,7.65510823273037e-10
"C2","REACTOME","13692","REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",157,166,0.946,44,1591,16972,1.70373768117834e-11,2.22651613808728e-09
"C5","GOBP","03599","GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH",685,938,0.73,119,1591,16972,1.7539713599877e-11,7.99289097435718e-10
"CELLMARKER","CELLMARKER","16420","CELLMARKER_Mitotic Fetal Germ Cell Fetal Gonad Human","Mitotic Fetal Germ Cell Fetal Gonad",593,665,0.892,107,1591,16972,1.88580990238174e-11,8.54002484364302e-10
"C5","GOBP","02455","GOBP_LEUKOCYTE_CHEMOTAXIS","GOBP_LEUKOCYTE_CHEMOTAXIS",182,240,0.758,48,1591,16972,2.24197419210609e-11,1.00032271947399e-09
"C5","GOBP","00330","GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION","GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION",170,196,0.867,46,1591,16972,2.24729460385054e-11,1.00032271947399e-09
"C5","GOBP","03679","GOBP_NEGATIVE_REGULATION_OF_SIGNALING","GOBP_NEGATIVE_REGULATION_OF_SIGNALING",1077,1464,0.736,167,1591,16972,2.24954692083379e-11,1.00032271947399e-09
"C5","GOMF","09582","GOMF_GTPASE_BINDING","GOMF_GTPASE_BINDING",291,315,0.924,65,1591,16972,2.28411206349274e-11,1.00756751344792e-09
"C5","GOCC","08450","GOCC_MEMBRANE_MICRODOMAIN","GOCC_MEMBRANE_MICRODOMAIN",232,289,0.803,56,1591,16972,2.30414024765567e-11,1.00833566075979e-09
"C5","GOBP","07745","GOBP_T_CELL_DIFFERENTIATION","GOBP_T_CELL_DIFFERENTIATION",278,307,0.906,63,1591,16972,2.42270678455331e-11,1.05187442598638e-09
"C5","GOBP","05783","GOBP_REGULATION_OF_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_CELL_DIFFERENTIATION",1147,1628,0.705,175,1591,16972,2.77146705728309e-11,1.19389604327023e-09
"C5","GOBP","05622","GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE","GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE",390,511,0.763,79,1591,16972,3.059506111587e-11,1.30776098444114e-09
"C5","GOBP","03378","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",412,520,0.792,82,1591,16972,3.27246351670778e-11,1.38802798700975e-09
"C5","GOMF","10317","GOMF_PROTEIN_DOMAIN_SPECIFIC_BINDING","GOMF_PROTEIN_DOMAIN_SPECIFIC_BINDING",561,648,0.866,102,1591,16972,3.60266475342412e-11,1.5164193473573e-09
"C5","GOBP","06096","GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",329,391,0.841,70,1591,16972,4.14328137403354e-11,1.71843391332072e-09
"C5","GOBP","02061","GOBP_GRANULOCYTE_MIGRATION","GOBP_GRANULOCYTE_MIGRATION",110,155,0.71,35,1591,16972,4.14493490155341e-11,1.71843391332072e-09
"C5","GOBP","04726","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION",242,275,0.88,57,1591,16972,4.33710809885957e-11,1.78468761620236e-09
"C5","GOCC","08070","GOCC_CELL_SURFACE","GOCC_CELL_SURFACE",640,903,0.709,112,1591,16972,4.48040253934631e-11,1.82999552607078e-09
"C5","GOBP","01009","GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",262,307,0.853,60,1591,16972,4.59472442748559e-11,1.86289047743791e-09
"C5","GOBP","04749","GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION",296,330,0.897,65,1591,16972,4.98831227079464e-11,2.00770466139866e-09
"C5","GOBP","04453","GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION",914,1286,0.711,146,1591,16972,5.31493471138564e-11,2.12366304337539e-09
"C5","GOBP","05770","GOBP_REGULATION_OF_CELL_CELL_ADHESION","GOBP_REGULATION_OF_CELL_CELL_ADHESION",402,495,0.812,80,1591,16972,5.74572214865672e-11,2.27927423940238e-09
"C5","GOBP","02312","GOBP_INTERLEUKIN_6_PRODUCTION","GOBP_INTERLEUKIN_6_PRODUCTION",128,177,0.723,38,1591,16972,6.28476850979868e-11,2.47530096878785e-09
"C5","GOBP","02995","GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS","GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS",630,815,0.773,110,1591,16972,7.75071432434775e-11,3.03102402726621e-09
"CELLMARKER","CELLMARKER","16434","CELLMARKER_Monocyte Peripheral Blood Human","Monocyte Peripheral Blood",62,68,0.912,25,1591,16972,7.94222829170546e-11,3.35691515796084e-09
"C5","GOBP","01729","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION",1474,1696,0.869,211,1591,16972,8.80348906593984e-11,3.41848159926706e-09
"C5","GOCC","08002","GOCC_AZUROPHIL_GRANULE_MEMBRANE","GOCC_AZUROPHIL_GRANULE_MEMBRANE",58,59,0.983,24,1591,16972,9.91551890212691e-11,3.82336861722572e-09
"C5","GOMF","09011","GOMF_ACTIN_FILAMENT_BINDING","GOMF_ACTIN_FILAMENT_BINDING",177,211,0.839,46,1591,16972,1.0018017137828e-10,3.83606572902665e-09
"C5","GOCC","08775","GOCC_RUFFLE","GOCC_RUFFLE",165,183,0.902,44,1591,16972,1.02762933201886e-10,3.90782630120827e-09
"C5","GOBP","03906","GOBP_NEUTROPHIL_MIGRATION","GOBP_NEUTROPHIL_MIGRATION",92,128,0.719,31,1591,16972,1.04000898018978e-10,3.92781473751126e-09
"C5","GOBP","04703","GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION","GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",776,1017,0.763,128,1591,16972,1.06771027915545e-10,4.00500304711778e-09
"C2","WP","14339","WP_IL_4_SIGNALING_PATHWAY","WP_IL_4_SIGNALING_PATHWAY",50,50,1,22,1591,16972,1.40679694455003e-10,1.74653840665886e-08
"C5","GOBP","00987","GOBP_CELLULAR_RESPONSE_TO_STRESS","GOBP_CELLULAR_RESPONSE_TO_STRESS",1696,1966,0.863,235,1591,16972,1.56849422660236e-10,5.84370078749013e-09
"C5","GOBP","02662","GOBP_MAPK_CASCADE","GOBP_MAPK_CASCADE",560,779,0.719,100,1591,16972,1.61456781480803e-10,5.97498451735e-09
"C2","WP","14305","WP_HEPATITIS_B_INFECTION","WP_HEPATITIS_B_INFECTION",132,151,0.874,38,1591,16972,1.71399944403511e-10,2.02660029501866e-08
"C5","GOBP","06511","GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY","GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",361,421,0.857,73,1591,16972,1.88242401035905e-10,6.87396423385418e-09
"C5","GOMF","09010","GOMF_ACTIN_BINDING","GOMF_ACTIN_BINDING",361,440,0.82,73,1591,16972,1.88242401035905e-10,6.87396423385418e-09
"C2","REACTOME","12867","REACTOME_LEISHMANIA_INFECTION","REACTOME_LEISHMANIA_INFECTION",199,219,0.909,49,1591,16972,1.94010275920089e-10,2.18967052322537e-08
"C5","GOMF","10234","GOMF_PHOSPHOLIPID_BINDING","GOMF_PHOSPHOLIPID_BINDING",383,486,0.788,76,1591,16972,2.00890438669574e-10,7.28756499226336e-09
"C5","GOBP","06648","GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION",258,296,0.872,58,1591,16972,2.09221480431228e-10,7.54017805946268e-09
"CELLMARKER","CELLMARKER","16410","CELLMARKER_Microglial Cell Brain Human","Microglial Cell Brain",320,360,0.889,67,1591,16972,2.25177155428631e-10,8.92264478385949e-09
"C5","GOBP","04431","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION",272,322,0.845,60,1591,16972,2.28443439479476e-10,8.17946185253136e-09
"C5","GOBP","05408","GOBP_PROTEIN_POLYMERIZATION","GOBP_PROTEIN_POLYMERIZATION",252,287,0.878,57,1591,16972,2.33092982870373e-10,8.29209488740151e-09
"C5","GOBP","00706","GOBP_B_CELL_ACTIVATION","GOBP_B_CELL_ACTIVATION",239,278,0.86,55,1591,16972,2.42683162880943e-10,8.57791641106102e-09
"C5","GOBP","01067","GOBP_CELL_MORPHOGENESIS","GOBP_CELL_MORPHOGENESIS",698,964,0.724,117,1591,16972,2.60385541314729e-10,9.14500557203449e-09
"C2","WP","14446","WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY","WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY",39,40,0.975,19,1591,16972,2.90610747763316e-10,3.13733255085354e-08
"C2","REACTOME","13432","REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES","REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND...(13432)",107,126,0.849,33,1591,16972,3.73437160576049e-10,3.86351862379304e-08
"C5","GOBP","06690","GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION","GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION",324,389,0.833,67,1591,16972,3.93008739331246e-10,1.37155075232436e-08
"C2","REACTOME","12800","REACTOME_INTERFERON_SIGNALING","REACTOME_INTERFERON_SIGNALING",242,274,0.883,55,1591,16972,3.98631029971433e-10,3.95920338967628e-08
"C5","GOMF","10371","GOMF_PURINE_NUCLEOTIDE_BINDING","GOMF_PURINE_NUCLEOTIDE_BINDING",1695,1994,0.85,233,1591,16972,4.07804839915621e-10,1.4142364071036e-08
"C5","GOBP","03044","GOBP_MYELOID_LEUKOCYTE_MIGRATION","GOBP_MYELOID_LEUKOCYTE_MIGRATION",178,242,0.736,45,1591,16972,4.24620868415404e-10,1.46334966777658e-08
"C2","REACTOME","12325","REACTOME_CELLULAR_RESPONSES_TO_STIMULI","REACTOME_CELLULAR_RESPONSES_TO_STIMULI",745,826,0.902,122,1591,16972,4.77002433402228e-10,4.55537323899128e-08
"C5","GOBP","05233","GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM","GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM",540,585,0.923,96,1591,16972,4.8528025842947e-10,1.66200953104354e-08
"C5","GOBP","07884","GOBP_VIRAL_LIFE_CYCLE","GOBP_VIRAL_LIFE_CYCLE",278,322,0.863,60,1591,16972,5.68637083707663e-10,1.93168589070847e-08
"C5","GOBP","02953","GOBP_MONONUCLEAR_CELL_MIGRATION","GOBP_MONONUCLEAR_CELL_MIGRATION",161,207,0.778,42,1591,16972,5.71027929244616e-10,1.93168589070847e-08
"C5","GOBP","07722","GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION","GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",149,192,0.776,40,1591,16972,5.80754048985324e-10,1.95260843055188e-08
"CELLMARKER","CELLMARKER","16508","CELLMARKER_Naive CD8+ T Cell Blood Human","Naive CD8+ T Cell Blood",19,19,1,13,1591,16972,6.51801083971242e-10,2.4308346308104e-08
"C5","GOBP","07046","GOBP_RESPONSE_TO_NITROGEN_COMPOUND","GOBP_RESPONSE_TO_NITROGEN_COMPOUND",847,1137,0.745,134,1591,16972,6.69156138383114e-10,2.23619814972393e-08
"CELLMARKER","CELLMARKER","16695","CELLMARKER_Regulatory T (Treg) Cell Liver Human","Regulatory T (Treg) Cell Liver",408,411,0.993,78,1591,16972,7.21978364717302e-10,2.54296824017094e-08
"C2","REACTOME","13434","REACTOME_SARS_COV_2_INFECTION","REACTOME_SARS_COV_2_INFECTION",266,299,0.89,58,1591,16972,7.29187815315187e-10,6.70582720528744e-08
"C5","GOMF","09772","GOMF_KINASE_ACTIVITY","GOMF_KINASE_ACTIVITY",638,743,0.859,108,1591,16972,7.38403977204141e-10,2.45274670500219e-08
"C5","GOBP","03031","GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",88,100,0.88,29,1591,16972,7.54915898863501e-10,2.49257860259482e-08
"C2","PID","11700","PID_TCR_PATHWAY","PID_TCR_PATHWAY",63,64,0.984,24,1591,16972,7.6216367917785e-10,6.75875862642357e-08
"C5","GOBP","01768","GOBP_EXOCYTOSIS","GOBP_EXOCYTOSIS",280,352,0.795,60,1591,16972,7.64523581182828e-10,2.5092756110965e-08
"C5","GOMF","10326","GOMF_PROTEIN_KINASE_ACTIVITY","GOMF_PROTEIN_KINASE_ACTIVITY",492,577,0.853,89,1591,16972,8.63788815091458e-10,2.81830267835166e-08
"C5","GOBP","04933","GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH",440,563,0.782,82,1591,16972,9.43031112958992e-10,3.0587491510917e-08
"CELLMARKER","CELLMARKER","16308","CELLMARKER_Macrophage Brain Human","Macrophage Brain",89,94,0.947,29,1591,16972,1.02043973878621e-09,3.40504628626557e-08
"C5","GOBP","05782","GOBP_REGULATION_OF_CELL_DEVELOPMENT","GOBP_REGULATION_OF_CELL_DEVELOPMENT",650,845,0.769,109,1591,16972,1.06866071677842e-09,3.44596210076972e-08
"C2","REACTOME","13535","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES",428,524,0.817,80,1591,16972,1.31308061032074e-09,1.12426867428497e-07
"C5","GOCC","08828","GOCC_SPECIFIC_GRANULE_LUMEN","GOCC_SPECIFIC_GRANULE_LUMEN",60,62,0.968,23,1591,16972,1.4873687426016e-09,4.76822746901466e-08
"C5","GOBP","06783","GOBP_REGULATION_OF_T_CELL_ACTIVATION","GOBP_REGULATION_OF_T_CELL_ACTIVATION",334,381,0.877,67,1591,16972,1.49634531609123e-09,4.7692763427324e-08
"C2","PID","11712","PID_VEGFR1_2_PATHWAY","PID_VEGFR1_2_PATHWAY",65,69,0.942,24,1591,16972,1.60685672667701e-09,1.32994175077967e-07
"C2","REACTOME","12905","REACTOME_MEMBRANE_TRAFFICKING","REACTOME_MEMBRANE_TRAFFICKING",568,629,0.903,98,1591,16972,1.66696337082766e-09,1.335183887021e-07
"C5","GOBP","07885","GOBP_VIRAL_PROCESS","GOBP_VIRAL_PROCESS",379,430,0.881,73,1591,16972,1.81369323963936e-09,5.667589431968e-08
"C5","GOBP","07019","GOBP_RESPONSE_TO_LIPID","GOBP_RESPONSE_TO_LIPID",680,924,0.736,112,1591,16972,1.81537213448413e-09,5.667589431968e-08
"C5","GOBP","04972","GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS","GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",640,814,0.786,107,1591,16972,1.81767584778417e-09,5.667589431968e-08
"C5","GOBP","03377","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE",173,205,0.844,43,1591,16972,1.81930237478842e-09,5.667589431968e-08
"C2","WP","14715","WP_TNF_ALPHA_SIGNALING_PATHWAY","WP_TNF_ALPHA_SIGNALING_PATHWAY",86,89,0.966,28,1591,16972,2.01694786931017e-09,1.56502548734286e-07
"C5","GOBP","06425","GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR...(06425)",125,147,0.85,35,1591,16972,2.0256921880279e-09,6.27509366561003e-08
"C5","GOBP","06157","GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS","GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",81,93,0.871,27,1591,16972,2.17212457935593e-09,6.69111448635117e-08
"C2","PID","11618","PID_IL6_7_PATHWAY","PID_IL6_7_PATHWAY",43,47,0.915,19,1591,16972,2.33805016822087e-09,1.75920562657346e-07
"C5","GOMF","10248","GOMF_PHOSPHOTYROSINE_RESIDUE_BINDING","GOMF_PHOSPHOTYROSINE_RESIDUE_BINDING",43,47,0.915,19,1591,16972,2.33805016822087e-09,7.16222701531659e-08
"C2","WP","14626","WP_RAS_SIGNALING","WP_RAS_SIGNALING",150,184,0.815,39,1591,16972,2.59037464922645e-09,1.89173536883214e-07
"C5","GOBP","06547","GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION","GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION",175,204,0.858,43,1591,16972,2.65753284524159e-09,8.09593155174703e-08
"C5","GOBP","00846","GOBP_CELLULAR_CATABOLIC_PROCESS","GOBP_CELLULAR_CATABOLIC_PROCESS",1321,1613,0.819,187,1591,16972,2.96692773677334e-09,8.98881293437813e-08
"C5","GOBP","03181","GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION","GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION",598,734,0.815,101,1591,16972,3.0294541509565e-09,9.12809299911154e-08
"C2","WP","14338","WP_IL_3_SIGNALING_PATHWAY","WP_IL_3_SIGNALING_PATHWAY",48,49,0.98,20,1591,16972,3.12197697706284e-09,2.21481966687058e-07
"CELLMARKER","CELLMARKER","16574","CELLMARKER_Neutrophil Blood Human","Neutrophil Blood",48,49,0.98,20,1591,16972,3.12197697706284e-09,9.42539715932305e-08
"CELLMARKER","CELLMARKER","16804","CELLMARKER_T Cell Peripheral Blood Human","T Cell Peripheral Blood",48,48,1,20,1591,16972,3.12197697706284e-09,9.42539715932305e-08
"C5","GOBP","03034","GOBP_MYELOID_CELL_DIFFERENTIATION","GOBP_MYELOID_CELL_DIFFERENTIATION",369,432,0.854,71,1591,16972,3.17059138428419e-09,9.50143526790381e-08
"C5","GOBP","06427","GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY","GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY",235,312,0.753,52,1591,16972,3.21523606785103e-09,9.58314144763814e-08
"C5","GOBP","07246","GOBP_SECRETION","GOBP_SECRETION",687,967,0.71,112,1591,16972,3.30086392054566e-09,9.78546433219827e-08
"C5","GOBP","05734","GOBP_REGULATION_OF_CATABOLIC_PROCESS","GOBP_REGULATION_OF_CATABOLIC_PROCESS",893,1090,0.819,137,1591,16972,3.32578472272589e-09,9.79302955072062e-08
"C5","GOBP","00358","GOBP_ADAPTIVE_IMMUNE_RESPONSE","GOBP_ADAPTIVE_IMMUNE_RESPONSE",607,745,0.815,102,1591,16972,3.33893644456923e-09,9.79302955072062e-08
"C5","GOMF","09453","GOMF_ENZYME_ACTIVATOR_ACTIVITY","GOMF_ENZYME_ACTIVATOR_ACTIVITY",513,588,0.872,90,1591,16972,3.37986230172598e-09,9.86061414376563e-08
"C5","GOBP","01772","GOBP_EXPORT_FROM_CELL","GOBP_EXPORT_FROM_CELL",656,910,0.721,108,1591,16972,3.66868524878421e-09,1.06469107693664e-07
"C2","REACTOME","13015","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT",483,580,0.833,86,1591,16972,3.67606901243744e-09,2.5354664883006e-07
"C5","GOBP","06164","GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION","GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION",223,267,0.835,50,1591,16972,4.02992445699198e-09,1.16340332229601e-07
"C2","WP","14606","WP_PROLACTIN_SIGNALING_PATHWAY","WP_PROLACTIN_SIGNALING_PATHWAY",73,74,0.986,25,1591,16972,4.5170543380686e-09,2.94997571091138e-07
"C2","PID","11546","PID_BCR_5PATHWAY","PID_BCR_5PATHWAY",63,63,1,23,1591,16972,4.53196608737334e-09,2.94997571091138e-07
"C2","PID","11620","PID_IL8_CXCR2_PATHWAY","PID_IL8_CXCR2_PATHWAY",32,34,0.941,16,1591,16972,4.63346970300218e-09,2.94997571091138e-07
"C5","GOBP","03585","GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",300,377,0.796,61,1591,16972,4.72646101784759e-09,1.3573805235631e-07
"C5","GOCC","08328","GOCC_GOLGI_APPARATUS","GOCC_GOLGI_APPARATUS",1347,1634,0.824,189,1591,16972,4.87417991576626e-09,1.3925506764526e-07
"C5","GOBP","06978","GOBP_RESPONSE_TO_HORMONE","GOBP_RESPONSE_TO_HORMONE",629,873,0.721,104,1591,16972,5.70737246435194e-09,1.62218823548642e-07
"C5","GOBP","02729","GOBP_MEMBRANE_ORGANIZATION","GOBP_MEMBRANE_ORGANIZATION",694,814,0.853,112,1591,16972,5.91838425397969e-09,1.67353696289456e-07
"C2","REACTOME","12820","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",90,111,0.811,28,1591,16972,6.37409447241001e-09,3.95671914374852e-07
"C5","GOMF","09259","GOMF_CELL_ADHESION_MOLECULE_BINDING","GOMF_CELL_ADHESION_MOLECULE_BINDING",443,558,0.794,80,1591,16972,6.74610742538567e-09,1.89785899712125e-07
"C5","GOBP","04420","GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION","GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION",903,1117,0.808,137,1591,16972,6.8487162493791e-09,1.91694524868408e-07
"C5","GOBP","05446","GOBP_PROTEOLYSIS","GOBP_PROTEOLYSIS",1301,1653,0.787,183,1591,16972,7.30859415151615e-09,2.03533273492222e-07
"C5","GOBP","00540","GOBP_APOPTOTIC_SIGNALING_PATHWAY","GOBP_APOPTOTIC_SIGNALING_PATHWAY",521,622,0.838,90,1591,16972,7.37133078462215e-09,2.0424883390154e-07
"C5","GOBP","06150","GOBP_REGULATION_OF_KINASE_ACTIVITY","GOBP_REGULATION_OF_KINASE_ACTIVITY",475,585,0.812,84,1591,16972,7.77274599709081e-09,2.14294607139794e-07
"C5","GOMF","10351","GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY","GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",377,429,0.879,71,1591,16972,8.09651051101593e-09,2.22110243570855e-07
