"collection","database","set_id","set","set_short","set_size","set_size_DB","size_ratio","set_size_in_input","input_size","background_size","p_value","adj_p_value"
"C5","GOBP","06439","GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY","GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY",53,61,0.869,10,1591,16972,0.0238002903491917,0.088852268778228
"C5","GOMF","10031","GOMF_NUCLEAR_RECEPTOR_COACTIVATOR_ACTIVITY","GOMF_NUCLEAR_RECEPTOR_COACTIVATOR_ACTIVITY",53,55,0.964,10,1591,16972,0.0238002903491917,0.088852268778228
"C5","GOBP","04047","GOBP_ORGANELLE_FUSION","GOBP_ORGANELLE_FUSION",142,160,0.887,21,1591,16972,0.0240039460061826,0.0895519338823348
"C5","GOCC","08471","GOCC_MICROTUBULE_ORGANIZING_CENTER","GOCC_MICROTUBULE_ORGANIZING_CENTER",765,848,0.902,88,1591,16972,0.0249114502895057,0.0928523091340197
"C5","GOCC","08077","GOCC_CENTROSOME","GOCC_CENTROSOME",592,640,0.925,70,1591,16972,0.0249222737610354,0.0928523091340197
"C5","GOMF","10368","GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",109,143,0.762,17,1591,16972,0.025020109035581,0.0931282675322931
"C2","REACTOME","13590","REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS","REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS",46,46,1,9,1591,16972,0.0250850339612633,0.0699097253213489
"C2","WP","14581","WP_PHOSPHOINOSITIDES_METABOLISM","WP_PHOSPHOINOSITIDES_METABOLISM",46,49,0.939,9,1591,16972,0.0250850339612633,0.0699097253213489
"C5","GOBP","00959","GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS",46,53,0.868,9,1591,16972,0.0250850339612633,0.0931282675322931
"C5","GOBP","04108","GOBP_P38MAPK_CASCADE","GOBP_P38MAPK_CASCADE",46,58,0.793,9,1591,16972,0.0250850339612633,0.0931282675322931
"C2","BIOCARTA","00280","BIOCARTA_TOLL_PATHWAY","BIOCARTA_TOLL_PATHWAY",25,25,1,6,1591,16972,0.0251145690642945,0.0699097253213489
"C2","PID","11676","PID_REELIN_PATHWAY","PID_REELIN_PATHWAY",25,28,0.893,6,1591,16972,0.0251145690642945,0.0699097253213489
"C2","REACTOME","12449","REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS","REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS",25,25,1,6,1591,16972,0.0251145690642945,0.0699097253213489
"C2","REACTOME","12533","REACTOME_EGFR_DOWNREGULATION","REACTOME_EGFR_DOWNREGULATION",25,31,0.806,6,1591,16972,0.0251145690642945,0.0699097253213489
"C2","REACTOME","13234","REACTOME_PYROPTOSIS","REACTOME_PYROPTOSIS",25,27,0.926,6,1591,16972,0.0251145690642945,0.0699097253213489
"C2","REACTOME","13792","REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY","REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY",25,27,0.926,6,1591,16972,0.0251145690642945,0.0699097253213489
"C5","GOBP","01822","GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY","GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY",25,25,1,6,1591,16972,0.0251145690642945,0.0931282675322931
"C5","GOBP","04725","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",25,28,0.893,6,1591,16972,0.0251145690642945,0.0931282675322931
"C5","GOBP","05133","GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION",25,26,0.962,6,1591,16972,0.0251145690642945,0.0931282675322931
"C5","GOMF","10518","GOMF_SPHINGOLIPID_BINDING","GOMF_SPHINGOLIPID_BINDING",25,28,0.893,6,1591,16972,0.0251145690642945,0.0931282675322931
"C5","GOMF","10635","GOMF_TRANSITION_METAL_ION_BINDING","GOMF_TRANSITION_METAL_ION_BINDING",843,1101,0.766,96,1591,16972,0.0251720135415971,0.0932785501803537
"C5","GOBP","05449","GOBP_PROTON_TRANSMEMBRANE_TRANSPORT","GOBP_PROTON_TRANSMEMBRANE_TRANSPORT",126,160,0.787,19,1591,16972,0.0256380520089188,0.0948779991793144
"C5","GOBP","06539","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS",126,143,0.881,19,1591,16972,0.0256380520089188,0.0948779991793144
"C5","GOBP","05387","GOBP_PROTEIN_MATURATION","GOBP_PROTEIN_MATURATION",451,550,0.82,55,1591,16972,0.0258163674730457,0.0954738096890502
"C5","GOBP","01950","GOBP_GLIAL_CELL_DEVELOPMENT","GOBP_GLIAL_CELL_DEVELOPMENT",93,122,0.762,15,1591,16972,0.0258698173481391,0.0956073544622246
"C2","PID","11523","PID_AJDISS_2PATHWAY","PID_AJDISS_2PATHWAY",39,48,0.812,8,1591,16972,0.0259850539504455,0.0722518353403764
"C5","GOBP","02272","GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",39,52,0.75,8,1591,16972,0.0259850539504455,0.0958405267443187
"C5","GOBP","04413","GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA...(04413)",39,44,0.886,8,1591,16972,0.0259850539504455,0.0958405267443187
"C5","GOBP","04687","GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",39,40,0.975,8,1591,16972,0.0259850539504455,0.0958405267443187
"C2","REACTOME","12212","REACTOME_AMYLOID_FIBER_FORMATION","REACTOME_AMYLOID_FIBER_FORMATION",77,110,0.7,13,1591,16972,0.0260334775185344,0.0723055085889497
"C5","GOBP","04714","GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE","GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE",77,88,0.875,13,1591,16972,0.0260334775185344,0.0959096918852156
"C2","PID","11666","PID_PI3K_PLC_TRK_PATHWAY","PID_PI3K_PLC_TRK_PATHWAY",32,36,0.889,7,1591,16972,0.0261777450647895,0.0724630334402145
"C2","REACTOME","13684","REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY","REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY",32,33,0.97,7,1591,16972,0.0261777450647895,0.0724630334402145
"C2","WP","14219","WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULIN_LIKE_GROWTH_FACTOR_IGF1_AKT_SIGNALING","WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULIN_LIKE...(14219)",32,36,0.889,7,1591,16972,0.0261777450647895,0.0724630334402145
"C5","GOBP","00513","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF...(00513)",32,37,0.865,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOBP","01133","GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING","GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING",32,32,1,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOBP","02681","GOBP_MATURE_B_CELL_DIFFERENTIATION","GOBP_MATURE_B_CELL_DIFFERENTIATION",32,38,0.842,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOBP","05135","GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY","GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",32,40,0.8,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOBP","05860","GOBP_REGULATION_OF_CYTOPLASMIC_TRANSPORT","GOBP_REGULATION_OF_CYTOPLASMIC_TRANSPORT",32,32,1,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOBP","06170","GOBP_REGULATION_OF_LIPID_KINASE_ACTIVITY","GOBP_REGULATION_OF_LIPID_KINASE_ACTIVITY",32,39,0.821,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOBP","07684","GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS","GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS",32,43,0.744,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOMF","08956","GOMF_14_3_3_PROTEIN_BINDING","GOMF_14_3_3_PROTEIN_BINDING",32,32,1,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOMF","09550","GOMF_GLUTAMATE_RECEPTOR_BINDING","GOMF_GLUTAMATE_RECEPTOR_BINDING",32,45,0.711,7,1591,16972,0.0261777450647895,0.0959096918852156
"C5","GOBP","00713","GOBP_B_CELL_MEDIATED_IMMUNITY","GOBP_B_CELL_MEDIATED_IMMUNITY",178,199,0.894,25,1591,16972,0.0265361070712266,0.0971580972050088
"C5","GOBP","07427","GOBP_SPINDLE_ASSEMBLY","GOBP_SPINDLE_ASSEMBLY",135,149,0.906,20,1591,16972,0.0266763048904022,0.0976065993136547
"C2","REACTOME","12699","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",54,56,0.964,10,1591,16972,0.0268384697846268,0.0742092655626151
"C5","GOBP","05714","GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY",187,262,0.714,26,1591,16972,0.0269377195709247,0.0984977358846678
"C5","GOBP","07605","GOBP_TISSUE_HOMEOSTASIS","GOBP_TISSUE_HOMEOSTASIS",196,279,0.703,27,1591,16972,0.0272638050190135,0.0996022790013538
"C2","REACTOME","12821","REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING","REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING",19,24,0.792,5,1591,16972,0.027420431542266,0.0750699075781852
"C2","REACTOME","13676","REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR",19,24,0.792,5,1591,16972,0.027420431542266,0.0750699075781852
"C2","WP","14276","WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS","WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS",19,22,0.864,5,1591,16972,0.027420431542266,0.0750699075781852
"C2","WP","14308","WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY","WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL...(14308)",19,20,0.95,5,1591,16972,0.027420431542266,0.0750699075781852
"C2","WP","14724","WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS","WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS",19,22,0.864,5,1591,16972,0.027420431542266,0.0750699075781852
"C5","GOBP","00516","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB",19,25,0.76,5,1591,16972,0.027420431542266,0.0996022790013538
"C5","GOBP","02803","GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS","GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS",19,20,0.95,5,1591,16972,0.027420431542266,0.0996022790013538
"C5","GOBP","03579","GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS","GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS",19,21,0.905,5,1591,16972,0.027420431542266,0.0996022790013538
"C5","GOBP","03880","GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT","GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT",19,26,0.731,5,1591,16972,0.027420431542266,0.0996022790013538
"C5","GOBP","04631","GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS",19,26,0.731,5,1591,16972,0.027420431542266,0.0996022790013538
"C5","GOBP","04739","GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE","GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE",19,27,0.704,5,1591,16972,0.027420431542266,0.0996022790013538
"C5","GOBP","05913","GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT","GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT",19,19,1,5,1591,16972,0.027420431542266,0.0996022790013538
"C5","GOBP","07768","GOBP_T_HELPER_2_CELL_DIFFERENTIATION","GOBP_T_HELPER_2_CELL_DIFFERENTIATION",19,19,1,5,1591,16972,0.027420431542266,0.0996022790013538
"C5","GOMF","10027","GOMF_NUCLEAR_IMPORT_SIGNAL_RECEPTOR_ACTIVITY","GOMF_NUCLEAR_IMPORT_SIGNAL_RECEPTOR_ACTIVITY",19,20,0.95,5,1591,16972,0.027420431542266,0.0996022790013538
"CELLMARKER","CELLMARKER","16314","CELLMARKER_Macrophage Intestine Human","Macrophage Intestine",19,19,1,5,1591,16972,0.027420431542266,0.0770944900075968
"CELLMARKER","CELLMARKER","16340","CELLMARKER_Mast Cell Undefined Human","Mast Cell Undefined",19,20,0.95,5,1591,16972,0.027420431542266,0.0770944900075968
"CELLMARKER","CELLMARKER","16607","CELLMARKER_Pan-endothelial Cell Lung Human","Pan-endothelial Cell Lung",19,23,0.826,5,1591,16972,0.027420431542266,0.0770944900075968
"C2","BIOCARTA","00204","BIOCARTA_PCAF_PATHWAY","BIOCARTA_PCAF_PATHWAY",13,13,1,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","BIOCARTA","00233","BIOCARTA_RANKL_PATHWAY","BIOCARTA_RANKL_PATHWAY",13,14,0.929,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","KEGG_MEDICUS","10973","KEGG_MEDICUS_REFERENCE_EGF_EGFR_PI3K_NFKB_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_EGF_EGFR_PI3K_NFKB...(10973)",13,14,0.929,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","KEGG_MEDICUS","11199","KEGG_MEDICUS_REFERENCE_TRANSCRIPTIONAL_ACTIVATION_BY_ACETYLATION_OF_H3K27","KEGG_MEDICUS_REFERENCE_TRANSCRIPTIONAL_ACTIVATION...(11199)",13,15,0.867,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","REACTOME","12563","REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS","REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS",13,14,0.929,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","REACTOME","13121","REACTOME_PENTOSE_PHOSPHATE_PATHWAY","REACTOME_PENTOSE_PHOSPHATE_PATHWAY",13,15,0.867,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","REACTOME","13159","REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING","REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING",13,17,0.765,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","WP","14150","WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER","WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN...(14150)",13,16,0.812,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","WP","14472","WP_MODULATION_OF_PI3K_AKT_MTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS","WP_MODULATION_OF_PI3K_AKT_MTOR_SIGNALING_BY...(14472)",13,14,0.929,4,1591,16972,0.0276032322266947,0.0750699075781852
"C2","WP","14703","WP_TGF_BETA_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIAL_MESENCHYMAL_TRANSITION","WP_TGF_BETA_SIGNALING_IN_THYROID_CELLS_FOR...(14703)",13,17,0.765,4,1591,16972,0.0276032322266947,0.0750699075781852
"C5","GOBP","03076","GOBP_NATURAL_KILLER_CELL_PROLIFERATION","GOBP_NATURAL_KILLER_CELL_PROLIFERATION",13,15,0.867,4,1591,16972,0.0276032322266947,0.0999371126053807
"C5","GOBP","03757","GOBP_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE","GOBP_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE",13,15,0.867,4,1591,16972,0.0276032322266947,0.0999371126053807
"C5","GOBP","07762","GOBP_T_HELPER_17_CELL_LINEAGE_COMMITMENT","GOBP_T_HELPER_17_CELL_LINEAGE_COMMITMENT",13,16,0.812,4,1591,16972,0.0276032322266947,0.0999371126053807
"C5","GOCC","08172","GOCC_CYTOLYTIC_GRANULE","GOCC_CYTOLYTIC_GRANULE",13,13,1,4,1591,16972,0.0276032322266947,0.0999371126053807
"C5","GOMF","09967","GOMF_MYOSIN_V_BINDING","GOMF_MYOSIN_V_BINDING",13,17,0.765,4,1591,16972,0.0276032322266947,0.0999371126053807
"CELLMARKER","CELLMARKER","15741","CELLMARKER_Activated T Cell Skin Human","Activated T Cell Skin",13,14,0.929,4,1591,16972,0.0276032322266947,0.0770944900075968
"CELLMARKER","CELLMARKER","15841","CELLMARKER_CD8+ Recently Activated Effector Memory Or Effector T Cell (CTL) Blood Human","CD8+ Recently Activated Effector Memory Or...(15841)",13,13,1,4,1591,16972,0.0276032322266947,0.0770944900075968
"CELLMARKER","CELLMARKER","16129","CELLMARKER_Exhausted T(Tex) Cell Skin Human","Exhausted T(Tex) Cell Skin",13,13,1,4,1591,16972,0.0276032322266947,0.0770944900075968
"CELLMARKER","CELLMARKER","16223","CELLMARKER_Immune Cell Kidney Human","Immune Cell Kidney",13,13,1,4,1591,16972,0.0276032322266947,0.0770944900075968
"CELLMARKER","CELLMARKER","16315","CELLMARKER_Macrophage Kidney Human","Macrophage Kidney",13,14,0.929,4,1591,16972,0.0276032322266947,0.0770944900075968
"C5","GOMF","10689","GOMF_UBIQUITIN_BINDING","GOMF_UBIQUITIN_BINDING",102,103,0.99,16,1591,16972,0.0277160500916358,0.100279724544147
"C2","REACTOME","13760","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",170,186,0.914,24,1591,16972,0.0277348493650173,0.0753453292924922
"C5","GOCC","08378","GOCC_INCLUSION_BODY","GOCC_INCLUSION_BODY",62,71,0.873,11,1591,16972,0.0279142243931693,0.10086437306942
"C5","GOMF","10347","GOMF_PROTEIN_SELF_ASSOCIATION","GOMF_PROTEIN_SELF_ASSOCIATION",62,70,0.886,11,1591,16972,0.0279142243931693,0.10086437306942
"C5","GOBP","01956","GOBP_GLIOGENESIS","GOBP_GLIOGENESIS",250,338,0.74,33,1591,16972,0.0279958236324738,0.101092974138481
"C5","GOBP","00338","GOBP_ACTIVATION_OF_GTPASE_ACTIVITY","GOBP_ACTIVATION_OF_GTPASE_ACTIVITY",94,107,0.879,15,1591,16972,0.0282102410155015,0.101800568690756
"C5","GOMF","09131","GOMF_ATPASE_COUPLED_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_ATPASE_COUPLED_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",70,96,0.729,12,1591,16972,0.0284778179576559,0.102637670056829
"C5","GOBP","03428","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION",119,152,0.783,18,1591,16972,0.0284794405489568,0.102637670056829
"C2","WP","14701","WP_TGF_BETA_RECEPTOR_SIGNALING","WP_TGF_BETA_RECEPTOR_SIGNALING",47,55,0.855,9,1591,16972,0.0285324881079229,0.0774275059802979
"C5","GOBP","06569","GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION","GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION",47,64,0.734,9,1591,16972,0.0285324881079229,0.102761684798881
"C2","REACTOME","13158","REACTOME_PI_METABOLISM","REACTOME_PI_METABOLISM",78,84,0.929,13,1591,16972,0.0286551769735382,0.0775908445204967
"C2","REACTOME","13731","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE...(13731)",78,84,0.929,13,1591,16972,0.0286551769735382,0.0775908445204967
"C2","REACTOME","13519","REACTOME_SIGNALING_BY_NOTCH","REACTOME_SIGNALING_BY_NOTCH",206,246,0.837,28,1591,16972,0.0291054149367357,0.0787241234073146
"C5","GOBP","04055","GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT","GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT",111,157,0.707,17,1591,16972,0.0293105748425695,0.105495110758439
"C5","GOBP","04132","GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS","GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS",674,866,0.778,78,1591,16972,0.0293981704494945,0.105741364552193
"CELLMARKER","CELLMARKER","15761","CELLMARKER_Astrocyte Embryonic Prefrontal Cortex Human","Astrocyte Embryonic Prefrontal Cortex",251,343,0.732,33,1591,16972,0.0294381232419051,0.0818586409445957
"C2","REACTOME","13016","REACTOME_NETRIN_1_SIGNALING","REACTOME_NETRIN_1_SIGNALING",40,50,0.8,8,1591,16972,0.0299009823726217,0.0805667506332063
"C5","GOBP","00530","GOBP_APOPTOTIC_CELL_CLEARANCE","GOBP_APOPTOTIC_CELL_CLEARANCE",40,48,0.833,8,1591,16972,0.0299009823726217,0.107130615206391
"C5","GOBP","01264","GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION","GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION",40,42,0.952,8,1591,16972,0.0299009823726217,0.107130615206391
"C5","GOBP","03517","GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE...(03517)",40,53,0.755,8,1591,16972,0.0299009823726217,0.107130615206391
"C5","GOBP","03655","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO...(03655)",40,44,0.909,8,1591,16972,0.0299009823726217,0.107130615206391
"C5","GOBP","05596","GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE","GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",40,49,0.816,8,1591,16972,0.0299009823726217,0.107130615206391
"C5","GOMF","10356","GOMF_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY","GOMF_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY",40,45,0.889,8,1591,16972,0.0299009823726217,0.107130615206391
"C5","GOBP","03885","GOBP_NEUROTRANSMITTER_SECRETION","GOBP_NEUROTRANSMITTER_SECRETION",103,145,0.71,16,1591,16972,0.0300628832820579,0.107441308986201
"C5","GOBP","04977","GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION","GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION",103,144,0.715,16,1591,16972,0.0300628832820579,0.107441308986201
"C2","BIOCARTA","00083","BIOCARTA_EGF_PATHWAY","BIOCARTA_EGF_PATHWAY",26,27,0.963,6,1591,16972,0.0301362365932442,0.0805667506332063
"C2","KEGG_MEDICUS","11058","KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY",26,28,0.929,6,1591,16972,0.0301362365932442,0.0805667506332063
"C2","PID","11713","PID_VEGFR1_PATHWAY","PID_VEGFR1_PATHWAY",26,26,1,6,1591,16972,0.0301362365932442,0.0805667506332063
"C2","REACTOME","12514","REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING",26,26,1,6,1591,16972,0.0301362365932442,0.0805667506332063
"C2","REACTOME","12823","REACTOME_INTERLEUKIN_7_SIGNALING","REACTOME_INTERLEUKIN_7_SIGNALING",26,36,0.722,6,1591,16972,0.0301362365932442,0.0805667506332063
"C2","REACTOME","13078","REACTOME_NUCLEOTIDE_CATABOLISM","REACTOME_NUCLEOTIDE_CATABOLISM",26,35,0.743,6,1591,16972,0.0301362365932442,0.0805667506332063
"C5","GOBP","05561","GOBP_RECEPTOR_CATABOLIC_PROCESS","GOBP_RECEPTOR_CATABOLIC_PROCESS",26,28,0.929,6,1591,16972,0.0301362365932442,0.107441308986201
"C5","GOBP","06741","GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",26,31,0.839,6,1591,16972,0.0301362365932442,0.107441308986201
"C5","GOBP","06800","GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE","GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE",26,31,0.839,6,1591,16972,0.0301362365932442,0.107441308986201
"C5","GOBP","07849","GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT","GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT",26,33,0.788,6,1591,16972,0.0301362365932442,0.107441308986201
"C5","GOCC","08633","GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX","GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX",26,29,0.897,6,1591,16972,0.0301362365932442,0.107441308986201
"C2","PID","11543","PID_AVB3_INTEGRIN_PATHWAY","PID_AVB3_INTEGRIN_PATHWAY",55,74,0.743,10,1591,16972,0.0301435808853196,0.0805667506332063
"C2","PID","11643","PID_MYC_REPRESS_PATHWAY","PID_MYC_REPRESS_PATHWAY",55,63,0.873,10,1591,16972,0.0301435808853196,0.0805667506332063
"C2","REACTOME","12831","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",55,55,1,10,1591,16972,0.0301435808853196,0.0805667506332063
"C2","REACTOME","13271","REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF",55,55,1,10,1591,16972,0.0301435808853196,0.0805667506332063
"C5","GOBP","07913","GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS","GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS",55,61,0.902,10,1591,16972,0.0301435808853196,0.107441308986201
