tissue	assay	contrast_type	contrast	contrast_short	collection	database	set_id	set	set_short	set_size	set_size_DB	size_ratio	direction	t	df	z.std	p_value	adj_p_value
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08033	GOCC_CALCINEURIN_COMPLEX	GOCC_CALCINEURIN_COMPLEX	5	6	0.833	Down	-0.607490165351326	20047	-0.607479793834422	0.543532548263694	0.843161655109803
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08719	GOCC_PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX	GOCC_PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX	18	19	0.947	Up	0.603405613431791	20047	0.603395348865832	0.546245715648587	0.844921021401837
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08783	GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	38	44	0.864	Down	-0.602660517012509	20047	-0.602650271874961	0.546741369565097	0.845455009079865
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08802	GOCC_SEX_CHROMATIN	GOCC_SEX_CHROMATIN	6	6	1	Up	0.599868786369327	20047	0.59985861380388	0.548600466214766	0.84723982434826
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08823	GOCC_SODIUM_CHANNEL_COMPLEX	GOCC_SODIUM_CHANNEL_COMPLEX	19	24	0.792	Up	0.595950442097603	20047	0.59594037080134	0.551215062429967	0.848600677523385
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08005	GOCC_BASAL_CORTEX	GOCC_BASAL_CORTEX	5	5	1	Up	0.595128825751156	20047	0.595118775602505	0.551764079046438	0.848975401726711
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08637	GOCC_PHOSPHORYLASE_KINASE_COMPLEX	GOCC_PHOSPHORYLASE_KINASE_COMPLEX	5	5	1	Down	-0.594043654882461	20047	-0.594033632618998	0.552489618334335	0.84951665783743
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08305	GOCC_FLEMMING_BODY	GOCC_FLEMMING_BODY	31	35	0.886	Up	0.59319788798121	20047	0.593187887414772	0.553055417903868	0.84951665783743
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08768	GOCC_RNA_POLYMERASE_I_TRANSCRIPTION_REGULATOR_COMPLEX	GOCC_RNA_POLYMERASE_I_TRANSCRIPTION_REGULATOR_COMPLEX	6	6	1	Up	0.592735247776061	20047	0.592725259064605	0.553365034246012	0.849592784285928
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08275	GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	305	387	0.788	Down	-0.589012121259809	20047	-0.589002227607147	0.555859779282502	0.851576781024464
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08702	GOCC_PROTEASE_INHIBITOR_COMPLEX	GOCC_PROTEASE_INHIBITOR_COMPLEX	7	8	0.875	Down	-0.574963586187257	20047	-0.574954045752254	0.565322376718434	0.854012863527392
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08882	GOCC_TORC1_COMPLEX	GOCC_TORC1_COMPLEX	6	6	1	Down	-0.573723218222546	20047	-0.57371370856277	0.566161550195708	0.854012863527392
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08716	GOCC_PROTEIN_KINASE_COMPLEX	GOCC_PROTEIN_KINASE_COMPLEX	134	148	0.905	Down	-0.571796754383843	20047	-0.571787292391381	0.567466087401456	0.854971254609991
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08577	GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	43	44	0.977	Up	0.571045810272468	20047	0.571036366817898	0.567974991422832	0.855250839744374
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08134	GOCC_COMMITMENT_COMPLEX	GOCC_COMMITMENT_COMPLEX	5	5	1	Up	0.567195725460128	20047	0.56718637667144	0.570587562809605	0.856474244053986
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08929	GOCC_U7_SNRNP	GOCC_U7_SNRNP	7	7	1	Down	-0.562138555394028	20047	-0.562129329995892	0.574027906332849	0.858167007209352
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08680	GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	15	18	0.833	Up	0.561941379980399	20047	0.56193215937132	0.574162241622417	0.858167007209352
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08065	GOCC_CELL_DIVISION_SITE	GOCC_CELL_DIVISION_SITE	65	73	0.89	Up	0.560760339356561	20047	0.560751147398769	0.574967194175509	0.858220652995515
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08101	GOCC_CILIARY_MEMBRANE	GOCC_CILIARY_MEMBRANE	55	76	0.724	Up	0.560677636556285	20047	0.560668446602616	0.575023581260228	0.858220652995515
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08718	GOCC_PROTEIN_PHOSPHATASE_4_COMPLEX	GOCC_PROTEIN_PHOSPHATASE_4_COMPLEX	5	6	0.833	Up	0.560650366865928	20047	0.560641177573018	0.575042174412387	0.858220652995515
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08163	GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	13	13	1	Up	0.555754788304541	20047	0.555745717130037	0.578384698823069	0.859174145509594
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08422	GOCC_LATERAL_PLASMA_MEMBRANE	GOCC_LATERAL_PLASMA_MEMBRANE	61	67	0.91	Down	-0.555124658596061	20047	-0.555115602552477	0.578815591348889	0.859174145509594
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08016	GOCC_BLEB	GOCC_BLEB	9	9	1	Up	0.554859062912988	20047	0.554850013242049	0.578997254990959	0.859174145509594
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08397	GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	851	914	0.931	Down	-0.554795632777657	20047	-0.554786584628214	0.579040644255807	0.859174145509594
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08036	GOCC_CALCIUM_CHANNEL_COMPLEX	GOCC_CALCIUM_CHANNEL_COMPLEX	57	79	0.722	Down	-0.551668848674845	20047	-0.551659875320771	0.581181405539079	0.85941306617067
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08364	GOCC_HISTONE_PRE_MRNA_3_END_PROCESSING_COMPLEX	GOCC_HISTONE_PRE_MRNA_3_END_PROCESSING_COMPLEX	6	6	1	Down	-0.550437603671065	20047	-0.550428659658564	0.582025395849967	0.85941306617067
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08412	GOCC_KINOCILIUM	GOCC_KINOCILIUM	8	11	0.727	Down	-0.54992855212125	20047	-0.549919620221612	0.582374506297434	0.859503048717539
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08025	GOCC_BRCA1_A_COMPLEX	GOCC_BRCA1_A_COMPLEX	8	8	1	Up	0.54798846791752	20047	0.547979582084449	0.583705922695745	0.860720619654423
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08778	GOCC_SAGA_TYPE_COMPLEX	GOCC_SAGA_TYPE_COMPLEX	37	39	0.949	Up	0.547201201034982	20047	0.547192333851216	0.584246602397144	0.860935697672584
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08144	GOCC_CONTRACTILE_RING	GOCC_CONTRACTILE_RING	10	10	1	Up	0.546819084052016	20047	0.546810225910945	0.584509116965199	0.860935697672584
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08174	GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX	GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX	15	15	1	Up	0.54583408608909	20047	0.545825251230188	0.585186063989565	0.861557722069183
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08940	GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX	GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX	8	8	1	Down	-0.544287687675921	20047	-0.544278889288975	0.586249571837593	0.862189356041069
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08622	GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM	GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM	644	736	0.875	Down	-0.543787494059192	20047	-0.543778707448504	0.586593762820621	0.862189356041069
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08883	GOCC_TORC2_COMPLEX	GOCC_TORC2_COMPLEX	9	9	1	Down	-0.542897887069972	20047	-0.542889121378508	0.587206146502646	0.862189356041069
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08395	GOCC_INTERSTITIAL_MATRIX	GOCC_INTERSTITIAL_MATRIX	10	11	0.909	Up	0.542487830022816	20047	0.54247907396307	0.587488519371602	0.862189356041069
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08885	GOCC_TRAMP_COMPLEX	GOCC_TRAMP_COMPLEX	5	5	1	Up	0.541595304282365	20047	0.541586569163325	0.588103346247514	0.862189356041069
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08235	GOCC_ENDONUCLEASE_COMPLEX	GOCC_ENDONUCLEASE_COMPLEX	39	39	1	Down	-0.530757526113899	20047	-0.530749042713983	0.595592696049636	0.866372257964706
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08313	GOCC_GAMMA_TUBULIN_RING_COMPLEX	GOCC_GAMMA_TUBULIN_RING_COMPLEX	7	7	1	Up	0.530242115180124	20047	0.530233643634244	0.59594994740815	0.86674356547569
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08697	GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	8	9	0.889	Down	-0.529286463752222	20047	-0.529278014157674	0.596612604905843	0.866817219437485
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08014	GOCC_BETA_CATENIN_DESTRUCTION_COMPLEX	GOCC_BETA_CATENIN_DESTRUCTION_COMPLEX	11	11	1	Up	0.525996967714278	20047	0.525988593403418	0.598896132315981	0.868503727962917
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	07989	GOCC_AUTOLYSOSOME	GOCC_AUTOLYSOSOME	12	12	1	Down	-0.524680397618741	20047	-0.524672053319538	0.599811188115525	0.86855911284814
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08815	GOCC_SMC5_SMC6_COMPLEX	GOCC_SMC5_SMC6_COMPLEX	9	9	1	Up	0.522931859876853	20047	0.522923555330984	0.601027451807696	0.868824547536173
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08441	GOCC_MANNOSYLTRANSFERASE_COMPLEX	GOCC_MANNOSYLTRANSFERASE_COMPLEX	5	5	1	Down	-0.522324119059208	20047	-0.522315828302407	0.601450450369913	0.869239103272708
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08086	GOCC_CHROMAFFIN_GRANULE_MEMBRANE	GOCC_CHROMAFFIN_GRANULE_MEMBRANE	9	9	1	Down	-0.521138394713674	20047	-0.521130130818303	0.602276122407391	0.869872334960645
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08920	GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX	GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX	27	29	0.931	Down	-0.520813036619728	20047	-0.520804780085437	0.602502772838121	0.869872334960645
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08503	GOCC_MMXD_COMPLEX	GOCC_MMXD_COMPLEX	5	5	1	Down	-0.518646768110112	20047	-0.51863856048163	0.604012813724608	0.870965406272294
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08433	GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	26	29	0.897	Down	-0.516182958153207	20047	-0.516174805926548	0.605732324904259	0.871870017838947
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08946	GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX	GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX	12	14	0.857	Down	-0.512768869938006	20047	-0.512760794094074	0.608118657770144	0.872852417366152
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08741	GOCC_RECYCLING_ENDOSOME_MEMBRANE	GOCC_RECYCLING_ENDOSOME_MEMBRANE	101	107	0.944	Down	-0.511931949316427	20047	-0.511923892128393	0.608704276077875	0.872852417366152
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08453	GOCC_METHYLOSOME	GOCC_METHYLOSOME	12	13	0.923	Down	-0.511093906533518	20047	-0.511085867999513	0.609290931069229	0.872962457126363
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08689	GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR	GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR	15	15	1	Down	-0.511046026623681	20047	-0.511037989154625	0.609324456029869	0.872962457126363
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08477	GOCC_MIDBODY	GOCC_MIDBODY	193	204	0.946	Up	0.510287604137896	20047	0.51027958352606	0.60985560408423	0.872962457126363
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08184	GOCC_CYTOSKELETON_OF_PRESYNAPTIC_ACTIVE_ZONE	GOCC_CYTOSKELETON_OF_PRESYNAPTIC_ACTIVE_ZONE	7	8	0.875	Up	0.50979328375157	20047	0.509785274115014	0.61020190349845	0.872962457126363
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08457	GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	10	10	1	Down	-0.50702722771137	20047	-0.50701927931717	0.612141291239712	0.873353478193207
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08180	GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE	GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE	179	211	0.848	Down	-0.505088629265641	20047	-0.505080723620234	0.613502139789119	0.873503668268601
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	07952	GOCC_ACTIVIN_RECEPTOR_COMPLEX	GOCC_ACTIVIN_RECEPTOR_COMPLEX	6	6	1	Down	-0.500310982711557	20047	-0.500303181814718	0.616861614025874	0.873827303882627
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08497	GOCC_MITOTIC_SPINDLE_MICROTUBULE	GOCC_MITOTIC_SPINDLE_MICROTUBULE	14	14	1	Up	0.500051971325442	20047	0.500044176082865	0.617043972061416	0.8738653755404
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08822	GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX	GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX	23	29	0.793	Down	-0.498223433456845	20047	-0.498215678060219	0.61833203317875	0.874161639985529
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08153	GOCC_CORTICAL_ACTIN_CYTOSKELETON	GOCC_CORTICAL_ACTIN_CYTOSKELETON	67	73	0.918	Down	-0.496638422715858	20047	-0.496630701757585	0.619449498606454	0.875304595802735
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08495	GOCC_MITOTIC_SPINDLE	GOCC_MITOTIC_SPINDLE	166	184	0.902	Up	0.493790201976891	20047	0.493782542668988	0.621459763386277	0.87613590929283
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08215	GOCC_DYNEIN_AXONEMAL_PARTICLE	GOCC_DYNEIN_AXONEMAL_PARTICLE	17	20	0.85	Up	0.491755065642814	20047	0.491747450202199	0.622897889709518	0.8768715497446
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08747	GOCC_RIBBON_SYNAPSE	GOCC_RIBBON_SYNAPSE	14	15	0.933	Up	0.49021347385071	20047	0.490205891537576	0.623988212238915	0.877077120281764
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08051	GOCC_CBM_COMPLEX	GOCC_CBM_COMPLEX	5	5	1	Up	0.489215272929636	20047	0.48920771202047	0.624694650193144	0.877252307743105
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08692	GOCC_PRESYNAPTIC_ACTIVE_ZONE	GOCC_PRESYNAPTIC_ACTIVE_ZONE	66	77	0.857	Up	0.48818659460915	20047	0.488179055719307	0.625423018378629	0.877326644136941
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08175	GOCC_CYTOPLASMIC_MICROTUBULE	GOCC_CYTOPLASMIC_MICROTUBULE	81	106	0.764	Down	-0.487160912552145	20047	-0.487153395579004	0.62614962930963	0.877684127148224
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08672	GOCC_POSTSYNAPTIC_CYTOSOL	GOCC_POSTSYNAPTIC_CYTOSOL	12	13	0.923	Up	0.482918433620449	20047	0.482911006893869	0.629158926125548	0.879550935503998
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08787	GOCC_SCHMIDT_LANTERMAN_INCISURE	GOCC_SCHMIDT_LANTERMAN_INCISURE	9	11	0.818	Down	-0.482885689198632	20047	-0.482878263166059	0.629182176621418	0.879550935503998
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08066	GOCC_CELL_LEADING_EDGE	GOCC_CELL_LEADING_EDGE	381	424	0.899	Up	0.478069148526485	20047	0.478061824158341	0.632606202555366	0.88116067892197
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08126	GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	117	165	0.709	Down	-0.475967456004943	20047	-0.475960175737428	0.634102750008627	0.882076472347899
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08437	GOCC_MAIN_AXON	GOCC_MAIN_AXON	56	67	0.836	Up	0.474188182646232	20047	0.474180939590915	0.635370884186426	0.882291347720602
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08447	GOCC_MEIOTIC_SPINDLE	GOCC_MEIOTIC_SPINDLE	11	15	0.733	Up	0.470939210330131	20047	0.470932034935179	0.637689270523856	0.884026659202566
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08653	GOCC_PLATELET_ALPHA_GRANULE	GOCC_PLATELET_ALPHA_GRANULE	80	91	0.879	Up	0.470491446123938	20047	0.470484280024526	0.638009062773269	0.884319396719344
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	07974	GOCC_AP_2_ADAPTOR_COMPLEX	GOCC_AP_2_ADAPTOR_COMPLEX	9	10	0.9	Down	-0.466500530995898	20047	-0.466493447436471	0.640862336752197	0.885655584453192
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08632	GOCC_PHOSPHATASE_COMPLEX	GOCC_PHOSPHATASE_COMPLEX	50	54	0.926	Down	-0.466360478378795	20047	-0.466353397705807	0.640962563071386	0.885655584453192
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08571	GOCC_NUCLEAR_PORE_OUTER_RING	GOCC_NUCLEAR_PORE_OUTER_RING	9	9	1	Down	-0.46553261634772	20047	-0.465525552722728	0.641555142396485	0.885655584453192
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08008	GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE	81	90	0.9	Up	0.464922271147321	20047	0.464915220075755	0.641992170613427	0.885655584453192
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08541	GOCC_NEURON_PROJECTION_CYTOPLASM	GOCC_NEURON_PROJECTION_CYTOPLASM	80	88	0.909	Down	-0.4630376779544	20047	-0.463030665562961	0.64334238656749	0.886670712511649
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08273	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	451	564	0.8	Down	-0.459458466902191	20047	-0.459451527633533	0.645909952962134	0.887807733834353
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08054	GOCC_CCR4_NOT_CORE_COMPLEX	GOCC_CCR4_NOT_CORE_COMPLEX	6	6	1	Up	0.456262625419053	20047	0.456255751068715	0.64820607917582	0.889752101572624
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08055	GOCC_CD40_RECEPTOR_COMPLEX	GOCC_CD40_RECEPTOR_COMPLEX	11	11	1	Up	0.454014641549245	20047	0.454007812654011	0.649823203635367	0.889959320627454
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08867	GOCC_SYNAPTIC_CLEFT	GOCC_SYNAPTIC_CLEFT	17	21	0.81	Down	-0.452781717378843	20047	-0.452774913340865	0.650710829714975	0.890170739040222
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	07949	GOCC_ACTIN_CYTOSKELETON	GOCC_ACTIN_CYTOSKELETON	432	501	0.862	Up	0.452334365216974	20047	0.452327570185422	0.65103301709865	0.890324843788917
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08605	GOCC_PALMITOYLTRANSFERASE_COMPLEX	GOCC_PALMITOYLTRANSFERASE_COMPLEX	10	11	0.909	Up	0.451138371859672	20047	0.451131600873503	0.651894703211349	0.890634254648882
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08162	GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	35	36	0.972	Down	-0.450191100503855	20047	-0.450184348528256	0.652577520860116	0.890634254648882
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08312	GOCC_GAMMA_TUBULIN_COMPLEX	GOCC_GAMMA_TUBULIN_COMPLEX	16	16	1	Up	0.447506035744114	20047	0.447499337490407	0.654514566112692	0.891431138450489
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08458	GOCC_MHC_PROTEIN_COMPLEX	GOCC_MHC_PROTEIN_COMPLEX	24	26	0.923	Down	-0.44644901041838	20047	-0.446442333246988	0.655277759264212	0.891431138450489
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08803	GOCC_SEX_CHROMOSOME	GOCC_SEX_CHROMOSOME	33	36	0.917	Down	-0.443171963574628	20047	-0.443165351526937	0.65764613849132	0.892474750063756
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08817	GOCC_SMN_SM_PROTEIN_COMPLEX	GOCC_SMN_SM_PROTEIN_COMPLEX	18	18	1	Down	-0.438256006127143	20047	-0.43824949110576	0.661205435724448	0.894590637284884
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08730	GOCC_PROXIMAL_DENDRITE	GOCC_PROXIMAL_DENDRITE	6	6	1	Down	-0.4335531883847	20047	-0.433546765441107	0.66461759933884	0.895642302439179
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	07986	GOCC_ATPASE_COMPLEX	GOCC_ATPASE_COMPLEX	138	146	0.945	Down	-0.431811279088878	20047	-0.43180489006812	0.665883225124427	0.896210903881435
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08760	GOCC_RNA_POLYMERASE_COMPLEX	GOCC_RNA_POLYMERASE_COMPLEX	101	118	0.856	Down	-0.430562584639254	20047	-0.430556219875862	0.666791080126762	0.89648560327503
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08928	GOCC_U6_SNRNP	GOCC_U6_SNRNP	8	11	0.727	Up	0.428937724450659	20047	0.42893139117691	0.667973154788596	0.89648560327503
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08157	GOCC_CORVET_COMPLEX	GOCC_CORVET_COMPLEX	7	7	1	Down	-0.428340020114112	20047	-0.428333698402485	0.668408188085501	0.89648560327503
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08427	GOCC_LEWY_BODY	GOCC_LEWY_BODY	8	8	1	Up	0.425167324657029	20047	0.425161064127401	0.670719265629485	0.89738246758691
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08527	GOCC_M_BAND	GOCC_M_BAND	17	22	0.773	Down	-0.423198449139157	20047	-0.423192226415993	0.672155017948751	0.898693457955732
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08777	GOCC_SAGA_COMPLEX	GOCC_SAGA_COMPLEX	23	25	0.92	Up	0.421359213688861	20047	0.421353026171905	0.673497314878585	0.89910750925032
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08710	GOCC_PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX	GOCC_PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX	7	7	1	Down	-0.419728270309346	20047	-0.419722113922291	0.674688468363652	0.899588771815256
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	07992	GOCC_AXOLEMMA	GOCC_AXOLEMMA	12	15	0.8	Up	0.41936180666457	20047	0.41935565726072	0.674956226064259	0.899588771815256
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08865	GOCC_SYNAPSE	GOCC_SYNAPSE	1171	1451	0.807	Up	0.414411017092178	20047	0.414404961617378	0.678577555870331	0.901305630182978
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08919	GOCC_T_TUBULE	GOCC_T_TUBULE	43	51	0.843	Down	-0.41205422771344	20047	-0.412048216685354	0.680304082651127	0.901753826456778
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08319	GOCC_GID_COMPLEX	GOCC_GID_COMPLEX	5	5	1	Down	-0.411270899659959	20047	-0.411264903366699	0.680878301636916	0.902058181242244
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08733	GOCC_PTW_PP1_PHOSPHATASE_COMPLEX	GOCC_PTW_PP1_PHOSPHATASE_COMPLEX	7	7	1	Down	-0.40972073397232	20047	-0.409714766782897	0.682015196404041	0.90215565304823
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	07955	GOCC_AGGRESOME	GOCC_AGGRESOME	34	35	0.971	Up	0.409398440915093	20047	0.409392479767353	0.682251657586178	0.902236941513747
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08386	GOCC_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEIN_COMPLEX	GOCC_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEIN_COMPLEX	5	5	1	Down	-0.408550335542208	20047	-0.408544390277797	0.682874047764455	0.902242340601021
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08177	GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	15	16	0.938	Up	0.40784071718146	20047	0.407834785189895	0.683394973693638	0.902344699572488
adipose	transcript-rna-seq	NA	NA	NA	C5	GOCC	08110	GOCC_CKM_COMPLEX	GOCC_CKM_COMPLEX	5	5	1	Down	-0.4024996995492	20047	-0.4024938669659	0.68732060106616	0.903691724368918
