Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
11060040401,0.076350807796784,0,0.00804904057298059,0.0590863803234315,0.0587408372340131,0.0160837711578503,0,0,0.0332442696201709,0,0.0248109967366712,0.0281526646371159,0.173835844990209,0,0,0,0,0.00140424295335729,0.0464474091883476,0,0,0.473793734789069,0,0.633805056812962,0.777383981030007
11263020401,0.0593608144368967,0,0.0079499692284683,0.148824639756832,0.0261382627562113,0.0758378008676827,0,0,0.0080932183624545,0,0.0307696104584542,0.0285251122029603,0.132998949039827,0,0,0,0,0.000204885395469948,0.0330285564996228,0,0,0.44826818099512,0,0.608895186545132,0.796675032162108
11167050401,0.0872605041338844,0,0.0107500971482359,0.0732555319988571,0.112063750846487,0.00410296421497237,0,0,0.0386835382233247,0,0.0563795680612798,0.0246966916201542,0.170487381059926,0.00485724460419404,0,0,0,0,0.0388731175153798,0,0,0.378589610573304,0,0.551124140657831,0.836888497554221
11158040401,0.0437506904294641,0.0112364337750446,0,0.103636386074723,0.028221129322649,0.0410421296725192,0,0,0.0282535254653027,0,0.0703975981835436,0.0195883433028928,0.136322781852709,0.000689907507832127,0,0,0,0,0.0290223637715065,0,0,0.487838710641814,0,0.572073513946208,0.832760696608371
11262070401,0.0593030230718273,0,0.00965995213837001,0.0410213933898281,0.0633884550809706,0.0193552345482378,0,0,0.0539841287190384,0,0.0822722653820502,0,0.331074545311038,0.0409239978607105,0.00259046399711111,0,0,0,0,0,0,0.296426540500818,0,0.508203314343107,0.866111979876228
11285060401,0.0269413556064371,0,0.0128713592217882,0.0288406356975805,0.0397209431086623,0.0381010938264954,0,0,0.0282251966869479,0,0.0504610533212748,0.0194793484288253,0.205762559087828,0.0443445790548798,0.000186084519248412,0,0,0,0.0218928833993253,0,0,0.483172908040707,0,0.555912016534255,0.849682108813583
11024050401,0.0145775789612417,0.0160260967147927,0.0115869897366285,0.0712746552388678,0.0812394098043536,0.0260271002752084,0,0,0.0122843377493041,0,0.0849568583139736,0.00244008284958611,0.234130504339731,0.0232596290995288,0,0,0,0.00262940745877523,0.0149566130956592,0,0,0.404610736362349,0,0.544796949251072,0.846847249833873
11418010401,0.0898397240203218,0,0.0237769030486194,0.108775490629023,0.0555205006120565,0.118356334215533,0,0,0,0,0.123596400739991,0,0.1393643074786,0,0,0,0,0,0.00900275452911467,0,0,0.33176758472674,0,0.617001486484079,0.788264856968172
11055040401,0.0188867619287328,0.0117367120289702,0.00170690201985818,0.0935554715787081,0.0125305010116476,0.0952713770161739,0,0,0,0,0.0804543326068037,0.00305329146651272,0.113352817148729,0.00767672118245424,0,0,0,0.000912626483466765,0.0278269501780149,0,0,0.533035535349928,0,0.617454578934112,0.798899463180649
11046070401,0.0272685871735818,0.000592985535481208,0.00608139138088582,0.0420352155556384,0.0364768646795143,0.0231063020350925,0,0,0.0325346703072815,0,0.095367126466095,0.00394776719502441,0.200923721800357,0.075891719641752,0,0,0,0,0.018300156970087,0,0,0.437473491259209,0,0.530167983968883,0.862771791853623
11274040401,0.0342321194027478,0,0.00508901957689615,0.0765882181250036,0.0240040422588207,0.0356332116471783,0,0,0.0047988935686556,0,0.128367895710514,0,0.180140557427446,0,0,0,0,0.00645930056867028,0.0273882314723522,0,0,0.477298510241716,0,0.616748227436862,0.794706261620261
11286050401,0.0589419177290861,0.010629113275731,0.00934610730158566,0.0931764669874228,0.0577066778963712,0.0129469071053497,0,0,0.023486188194112,0,0.0541818334244791,0.0153271774754646,0.150132833514724,0.016981070666192,0,0,0,0,0.0390900388653244,0,0,0.458053667564157,0,0.59232284737862,0.811237014411303
11284010401,0.0133950587874232,0.023178747009721,0.000166536605671683,0.0882858519188716,0.0537844408187753,0.0741995793980734,0,0,0.00956066347791481,0,0.0475845654992743,0.0152431129514849,0.180012778672629,0,0,0,0.00465481444019771,0.00457491220010451,0.0345140783643822,0,0,0.450844859855477,0,0.657433816498896,0.754765520004085
11430010401,0.0485609084682006,0,0.00482181132601916,0.0771391116760201,0.0462466901050339,0.0688127787419328,0,0,0,0,0.097851036065733,0.00149420939273328,0.166082021082107,0,0,0,0.00149486190743402,0.00654345900805472,0.0315660730840608,0,0,0.44938703914267,0,0.591785414440628,0.811618179220845
11222010401,0.0118216531871702,0.0151445428781412,0.00686549847017688,0.279183509704152,0,0,0,0,0.0720252573144698,0,0.189645247841851,0.0220892983483558,0.231772066503321,0.00400705799699161,0,0,0,0,0.0330165513020019,0,0,0.134429316453369,0,0.573212836780336,0.819428289745531
11017060401,0.065569427338876,0,0.00661919772069358,0.100803256414996,0.0353356036924966,0.0127554299092443,0,0,0.0428596491706326,0,0.035848119611717,0.0264519835375802,0.185989185340638,0.010328305981312,0,0,0,0.000453613223577227,0.0409526671582987,0,0,0.436033560899938,0,0.646151284078046,0.7644756689249
11312040401,0.0295592531868092,0,0.00511693337202299,0.0542587764993359,0.0594324948810168,0.0317346164793022,0,0,0.0178464917075915,0,0.0807273238484606,0.000182017257229636,0.0928277974306752,0.0467296487791906,0,0,0,0.00743594866632169,0.0186141075755637,0,0,0.55553459031648,0,0.625498715338845,0.794311683216572
11307040401,0.0267370233045526,0,0.00444418028098052,0.023284967151732,0.0705112749519087,0.0166065917006176,0,0,0.00599845673709365,0,0.0888940228219731,0,0.145466194396532,0.0556940858016857,0.0011490586217009,0,0,0,0,0,0,0.561214144231223,0,0.641958801986049,0.783362621186946
11174050401,0.0229478730620678,0,0.00865059381128059,0.0679339410363722,0.0635217421480703,0,0,0,0,0,0.068428427815023,0.00157767397912329,0.222193461121995,0.0416928987700468,0,0,0,0,0.024636865944253,0,0,0.478416522311768,0,0.607387696505335,0.80486757977925
11207050401,0.0357859316422401,0,0.0173501583797965,0.038215202088284,0.0526826220445805,0.0131792834889223,0,0,0.0198756531015816,0,0.060510299318635,0,0.167952401719008,0.0463160093351331,0,0,0,0,0,0,0,0.548132438881819,0,0.587192737761386,0.834335517462346
11155020401,0.059636061430231,0,0.0334382991836834,0.0951975670064053,0,0.0643749301886938,0,0,0.0223036019002656,0,0.126085044957053,0.00928556337457938,0.140754538418042,0.00560304973963254,0,0,0,0,0.0414090849929558,0,0,0.401912258808457,0,0.566339470709989,0.827286609652536
11430040401,0.0251584011330392,0,0.00319895295462085,0.0713949196414941,0,0.121646702901908,0,0,0,0,0.14122807444822,0,0.112016417014116,0,0,0,0,0.00042878264344002,0.0309530965842845,0,0,0.493974652678877,0,0.609792609064721,0.801010593113348
